"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"QB","Matt Schaub",4300,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"QB","Brett Hundley",4200,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"WR","Marvin Jones",4200,"DET@NYG 08:30PM ET",11.7,"DET","NYG",0,8.9,0,0,0,0,0,1
"QB","Jake Rudock",4200,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"RB","Ameer Abdullah",4100,"DET@NYG 08:30PM ET",7.1,"DET","NYG",0,10,0,0,0,0,0,0
"WR","Taylor Gabriel",4000,"GB@ATL 08:30PM ET",6.6,"ATL","GB",0,12,0,0,0,0,0,1
"RB","Shane Vereen",4000,"DET@NYG 08:30PM ET",14.1,"NYG","DET",0,8.4,0,0,0,0,0,0
"WR","Kenny Golladay",4000,"DET@NYG 08:30PM ET",22.9,"DET","NYG",0,6.7,0,0,0,0,0,1
"QB","Davis Webb",4000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"TE","Martellus Bennett",3900,"GB@ATL 08:30PM ET",7.3,"GB","ATL",0,12,0,0,0,0,0,0
"RB","Paul Perkins",3800,"DET@NYG 08:30PM ET",4.5,"NYG","DET",0,13.2,0,0,0,0,0,0
"RB","Dwayne Washington",3800,"DET@NYG 08:30PM ET",2.2,"DET","NYG",0,2.7,0,0,0,0,0,0
"RB","Aaron Jones",3700,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"TE","Austin Hooper",3500,"GB@ATL 08:30PM ET",23.8,"ATL","GB",0,7.5,0,0,0,0,0,0
"RB","Devante Mays",3500,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"RB","Orleans Darkwa",3400,"DET@NYG 08:30PM ET",2.3,"NYG","DET",0,5.2,0,0,0,0,0,0
"WR","Jeff Janis",3300,"GB@ATL 08:30PM ET",0,"GB","ATL",0,1.3,0,0,0,0,0,1
"RB","Zach Zenner",3300,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"WR","Roger Lewis",3300,"DET@NYG 08:30PM ET",9.4,"NYG","DET",0,1.7,0,0,0,0,0,1
"TE","Evan Engram",3200,"DET@NYG 08:30PM ET",8.4,"NYG","DET",0,9.9,0,0,0,0,0,0
"WR","Andre Roberts",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,1
"RB","Derrick Coleman",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"WR","Nick Williams",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,1
"WR","Justin Hardy",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.7,0,0,0,0,0,1
"RB","Terron Ward",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.3,0,0,0,0,0,0
"RB","Aaron Ripkowski",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,2.1,0,0,0,0,0,0
"WR","Trevor Davis",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,1
"WR","Geronimo Allison",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,1
"RB","Brian Hill",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"WR","Dwayne Harris",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,1
"WR","Tavarres King",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,1
"WR","Jared Abbrederis",3000,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,1
"WR","TJ Jones",3000,"DET@NYG 08:30PM ET",5.2,"DET","NYG",0,3.9,0,0,0,0,0,1
"TE","Eric Ebron",3000,"DET@NYG 08:30PM ET",2.9,"DET","NYG",0,8.3,0,0,0,0,0,0
"RB","Tion Green",3000,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"RB","Shane Smith",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"RB","Wayne Gallman",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"TE","Richard Rodgers",2700,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"TE","Lance Kendricks",2500,"GB@ATL 08:30PM ET",3.8,"GB","ATL",0,3.8,0,0,0,0,0,0
"TE","Levine Toilolo",2500,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.6,0,0,0,0,0,0
"TE","Eric Saubert",2500,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.1,0,0,0,0,0,0
"TE","Darren Fells",2500,"DET@NYG 08:30PM ET",0,"DET","NYG",0,3.8,0,0,0,0,0,0
"TE","Rhett Ellison",2500,"DET@NYG 08:30PM ET",1.9,"NYG","DET",0,1.5,0,0,0,0,0,0
"TE","Matt LaCosse",2500,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"TE","Jerell Adams",2500,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"TE","Michael Roberts",2500,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
