"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"TE","Jason Witten",3400,"DAL@DEN 04:25PM ET",18.9,"DAL","DEN",0,8.3,0,0,0,0,0,0
"WR","Robert Woods",3400,"WAS@LAR 04:25PM ET",8.3,"LAR","WAS",0,9.4,0,0,0,0,0,1
"RB","Rod Smith",3300,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,1.3,0,0,0,0,0,0
"WR","Brice Butler",3000,"DAL@DEN 04:25PM ET",4,"DAL","DEN",0,2.9,0,0,0,0,0,1
"WR","Bennie Fowler",3000,"DAL@DEN 04:25PM ET",17.1,"DEN","DAL",0,8.1,0,0,0,0,0,1
"WR","Jordan Taylor",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,1
"RB","Keith Smith",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"WR","Cody Latimer",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,1.6,0,0,0,0,0,1
"RB","Andy Janovich",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"WR","Ryan Switzer",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,1.4,0,0,0,0,0,1
"WR","Isaiah McKenzie",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,1
"WR","Noah Brown",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,1
"TE","Vernon Davis",3000,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,4.7,0,0,0,0,0,0
"WR","Brian Quick",3000,"WAS@LAR 04:25PM ET",2.1,"WAS","LAR",0,0,0,0,0,0,0,1
"RB","Mack Brown",3000,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"RB","Justin Davis",3000,"WAS@LAR 04:25PM ET",0.1,"LAR","WAS",0,0,0,0,0,0,0,0
"WR","Pharoh Cooper",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,1.2,0,0,0,0,0,1
"WR","Josh Reynolds",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,1.8,0,0,0,0,0,1
"WR","Michael Thomas",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,16.3,0,0,0,0,0,1
"WR","Aldrick Robinson",3000,"SF@SEA 04:25PM ET",1.7,"SF","SEA",0,6.6,0,0,0,0,0,1
"RB","Kyle Juszczyk",3000,"SF@SEA 04:25PM ET",3.7,"SF","SEA",0,5.7,0,0,0,0,0,0
"RB","Tre Madden",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"WR","Tanner McEvoy",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,2.3,0,0,0,0,0,1
"RB","Raheem Mostert",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,1.9,0,0,0,0,0,0
"RB","JD McKissic",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"WR","Amara Darboh",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,1.1,0,0,0,0,0,1
"WR","Trent Taylor",3000,"SF@SEA 04:25PM ET",1.8,"SF","SEA",0,2.2,0,0,0,0,0,1
"WR","Victor Bolden",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,1
"WR","Kendrick Bourne",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,1.1,0,0,0,0,0,1
"TE","Virgil Green",2700,"DAL@DEN 04:25PM ET",5.4,"DEN","DAL",0,4.6,0,0,0,0,0,0
"TE","AJ Derby",2600,"DAL@DEN 04:25PM ET",6.4,"DEN","DAL",0,4.5,0,0,0,0,0,0
"TE","Tyler Higbee",2600,"WAS@LAR 04:25PM ET",3.7,"LAR","WAS",0,6.9,0,0,0,0,0,0
"TE","James Hanna",2500,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"TE","Jeff Heuerman",2500,"DAL@DEN 04:25PM ET",3,"DEN","DAL",0,0,0,0,0,0,0,0
"TE","Geoff Swaim",2500,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"TE","Niles Paul",2500,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"TE","Derek Carrier",2500,"WAS@LAR 04:25PM ET",2.2,"LAR","WAS",0,0,0,0,0,0,0,0
"TE","Jeremy Sprinkle",2500,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"TE","Gerald Everett",2500,"WAS@LAR 04:25PM ET",4.9,"LAR","WAS",0,4.1,0,0,0,0,0,0
"TE","Logan Paulsen",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Kyle Nelson",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Garrett Celek",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Luke Willson",2500,"SF@SEA 04:25PM ET",0,"SEA","SF",0,1.3,0,0,0,0,0,0
"TE","Tyler Ott",2500,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"TE","Nick Vannett",2500,"SF@SEA 04:25PM ET",2,"SEA","SF",0,0,0,0,0,0,0,0
"TE","George Kittle",2500,"SF@SEA 04:25PM ET",7.7,"SF","SEA",0,6.8,0,0,0,0,0,0
