"Aaron Judge_NYY","Bryce Harper_WAS","Cody Bellinger_LAD","Carlos Correa_HOU","George Springer_HOU","Paul Goldschmidt_ARI","Corey Seager_LAD","Jose Altuve_HOU","Jose Ramirez_CLE","Gary Sanchez_NYY","Jake Lamb_ARI","Edwin Encarnacion_CLE","Daniel Murphy_WAS","Robinson Cano_SEA","Ryan Zimmerman_WAS","JD Martinez_DET","Anthony Rendon_WAS","Jean Segura_SEA","Nelson Cruz_SEA","Justin Turner_LAD","Josh Reddick_HOU","Nolan Arenado_COL","Chris Owings_ARI","Jason Kipnis_CLE","Michael Brantley_CLE","Francisco Lindor_CLE","Michael Taylor_WAS","Dexter Fowler_STL","Trea Turner_WAS","Mike Trout_LAA","Brett Gardner_NYY","AJ Pollock_ARI","Justin Upton_DET","Adam Eaton_WAS","Ben Gamel_SEA","Charlie Blackmon_COL","Wil Myers_SD","Joc Pederson_LAD","Lonnie Chisenhall_CLE","Tommy Pham_STL","Mark Reynolds_COL","Chris Taylor_LAD","Joe Mauer_MIN","Ian Kinsler_DET","Stephen Piscotty_STL","Matt Carpenter_STL","Jedd Gyorko_STL","Jarrod Dyson_SEA","Cameron Maybin_LAA","Andrelton Simmons_LAA","Mitch Haniger_SEA","Kyle Seager_SEA","Didi Gregorius_NYY","Mike Moustakas_KC","Miguel Sano_MIN","Alex Avila_DET","Miguel Cabrera_DET","Aledmys Diaz_STL","David Peralta_ARI","Randal Grichuk_STL","Brian Goodwin_WAS","Yunel Escobar_LAA","Danny Valencia_SEA","Marwin Gonzalez_HOU","Matt Holliday_NYY","Eddie Rosario_MIN","Jorge Bonifacio_KC","Carlos Santana_CLE","Paul DeJong_STL","CJ Cron_LAA","Kole Calhoun_LAA","Jacoby Ellsbury_NYY","Evan Gattis_HOU","Carlos Gonzalez_COL","Daniel Descalso_ARI","Hunter Renfroe_SD","Yasiel Puig_LAD","Adrian Gonzalez_LAD","Eric Hosmer_KC","Lorenzo Cain_KC","Jayson Werth_WAS","Chase Headley_NYY","David Dahl_COL","Kike Hernandez_LAD","Bradley Zimmer_CLE","Adam Lind_WAS","Alex Bregman_HOU","Aaron Hicks_NYY","Yuli Gurriel_HOU","Brian McCann_HOU","Carlos Beltran_HOU","DJ LeMahieu_COL","Ian Desmond_COL","Yasmany Tomas_ARI","Chase Utley_LAD","Salvador Perez_KC","Brian Dozier_MIN","Yadier Molina_STL","Mike Zunino_SEA","Guillermo Heredia_SEA","Starlin Castro_NYY","Gregor Blanco_ARI","Brandon Drury_ARI","Manuel Margot_SD","Daniel Palka_MIN","Whit Merrifield_KC","Nicholas Castellanos_DET","Leonys Martin_SEA","Greg Bird_NYY","Chris Herrmann_ARI","Gerardo Parra_COL","Peter O'Brien_LAD","Franklin Gutierrez_LAD","Ryan Schimpf_SD","Yasmani Grandal_LAD","Matt Wieters_WAS","Jefry Marte_LAA","Taylor Motter_SEA","Trevor Story_COL","Yangervis Solarte_SD","Jose Pirela_SD","Eduardo Escobar_MIN","Max Kepler_MIN","Robbie Grossman_MIN","Andrew Romine_DET","Bobby Bradley_CLE","Abraham Almonte_CLE","Victor Martinez_DET","Chad Huffman_STL","Mason Williams_NYY","Derek Fisher_HOU","Erick Aybar_SD","Greg Allen_CLE","Stephen Drew_WAS","Ryan Raburn_WAS","Jose Martinez_STL","Eric Young_LAA","Ben Revere_LAA","Albert Pujols_LAA","Tyler Austin_NYY","Rob Refsnyder_NYY","Jack Reinheimer_ARI","Domingo Leyba_ARI","Dawel Lugo_ARI","Austin Barnes_LAD","Logan Forsythe_LAD","Trayce Thompson_LAD","Alex Dickerson_SD","Jorge Polanco_MIN","Brandon Guyer_CLE","Kolten Wong_STL","Jake Marisnick_HOU","Chris Carter_NYY","Chris Iannetta_ARI","Ketel Marte_ARI","Christian Walker_ARI","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Andrew Toles_LAD","Willie Calhoun_LAD","Franchy Cordero_SD","Cory Spangenberg_SD","Cheslor Cuthbert_KC","Austin Jackson_CLE","Erik Gonzalez_CLE","Roberto Perez_CLE","Francisco Mejia_CLE","Mikie Mahtook_DET","Tyler Naquin_CLE","Harrison Bader_STL","Martin Maldonado_LAA","Ronald Torreyes_NYY","Pat Valaika_COL","Rob Segedin_LAD","Alex Verdugo_LAD","Jason Castro_MIN","Jorge Soler_KC","Paulo Orlando_KC","Billy Burns_KC","Giovanny Urshela_CLE","Shawn O'Malley_SEA","Cliff Pennington_LAA","Danny Espinosa_LAA","Gleyber Torres_NYY","Dustin Fowler_NYY","JD Davis_HOU","Dustin Garneau_COL","Socrates Brito_ARI","Raimel Tapia_COL","Stephen Cardullo_COL","Andre Ethier_LAD","Travis Jankowski_SD","Chris Gimenez_MIN","Alcides Escobar_KC","Kennys Vargas_MIN","Yandy Diaz_CLE","James McCann_DET","JaCoby Jones_DET","Wilmer Difo_WAS","Chris Heisey_WAS","Boog Powell_SEA","David Fletcher_LAA","Carlos Ruiz_SEA","Austin Romine_NYY","Scott Van Slyke_LAD","Matt Szczur_SD","Austin Hedges_SD","Alex Gordon_KC","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Pedro Severino_WAS","Magneuris Sierra_STL","Tuffy Gosewisch_SEA","Luis Valbuena_LAA","Nolan Fontana_LAA","Tyler Wade_NYY","Norichika Aoki_HOU","Jorge Mateo_NYY","Miguel Andujar_NYY","Tom Murphy_COL","Jordan Patterson_COL","Chase d'Arnaud_SD","Ryan O'Hearn_KC","Yan Gomes_CLE","Rafael Bautista_WAS","Carson Kelly_STL","Juan Graterol_LAA","Allen Cordoba_SD","Christian Bethancourt_SD","Luis Urias_SD","Drew Butera_KC","Brandon Moss_KC","Terrance Gore_KC","Alex Presley_DET","Jim Adduci_DET","Jose Iglesias_DET","Greg Garcia_STL","Eric Fryer_STL","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Carlos Perez_LAA","Tony Wolters_COL","Alexi Amarista_COL","Jose Rondon_SD","Michael Martinez_CLE","Daniel Robertson_CLE","Jose Lobaton_WAS","Kyle Higashioka_NYY","Kyle Tucker_HOU","Mike Freeman_LAD","Ehire Adrianza_MIN","Luke Voit_STL","Shane Robinson_LAA","Mike Tauchman_COL","Ryan Hanigan_COL","Cristhian Adames_COL","Carlos Asuaje_SD","Jabari Blash_SD","Raul Mondesi_KC","Alex Mejia_STL","Kaleb Cowart_LAA","Tony Kemp_HOU","Colin Moran_HOU","Teoscar Hernandez_HOU","Ildemaro Vargas_ARI","Byron Buxton_MIN","Tyler Smith_SEA","DJ Peterson_SEA","Matt den Dekker_DET","Juan Centeno_HOU","Jeff Mathis_ARI","Luis Torrens_SD","Brett Eibner_LAD","Hector Sanchez_SD","Ramon Torres_KC","Hunter Dozier_KC"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5054347826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1698412698413,0,0,0,0,0,0,0,0,0,0,17.7782258064516,0,0,0,0,0,0,0,0,0,0,0,61.3423423423423,14.1970443349754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84210526315789,0,0,2.73148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.1607142857143,31.5,0,0,0,0,0,0,0,0,0,0,7.25,1.66666666666667,5.59558823529412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3484848484848,37.7857142857143,10.6574712643678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6996996996997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79644412191582,0,0,0,0,0,0,0,0,0,0,10.5575858250277,0,0,0,0,0,0,0,0,0,0,0,14.1970443349754,47.4337662337662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.15270935960591,0,0,2.46890243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2309941520468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06837606837607,10.5,0,0,0,0,0,0,0,0,0,0,28.1272727272727,8.85714285714286,-3.76470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.14393939393939,-8.4,15.8516156462585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.43450980392157,0,0,0,0,0,0,0,0,0,0,0,-9.24789915966386,0,0,0,0,-4.75913621262458,15.6928571428571,12.2938775510204,0,0,0,0,0,0,0,0,0,0,53.0803891449053,0,10.4708392603129,0,0,0,0,0,0,0,0,-4.64327485380117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59724238026125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3725490196078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6951871657754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.547619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.83636363636364,-4.98611111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,22.7272727272727,0,0,0,0,24.4859022556391,0,0,0,0,0,0,0,0,0,0,0,-1.7256038647343,0,0,0,0,0,0,0,0,10.7687747035573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.4358741681791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.3888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5897435897436,0,0,0,0,0,0,0,7.95714285714286,34.6790009250694,0,0,0,0,0,0,43.6558441558442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1461988304094,0,0,0,36.4166666666667,4.97368421052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.32153846153846,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4758064516129,0,0,0,0,0,0,0,0,0,0,0,1.24166666666667,0,0,0,0,3.77116402116402,0.92176386913229,-5.62388591800357,0,0,0,0,0,0,0,0,0,0,10.4708392603129,0,67.0502114164905,0,0,0,0,0,0,0,0,-40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758179231863442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.90909090909091,-8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.30147058823529,0,0,0,0,0,0,0,0,0,0,44.0392156862745,0,2.425,0,55.9411764705882,0,0,0,0,0,0,0,0,0,49.9411764705882,0,20.9912280701754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.057142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,9.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0116144018583,-4.24123376623377,0,0,0,0,0,0,0,0,0,0,0,38.9667271627344,0,0,0,0,0,0,0,1.89473684210526,7.49935064935065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333333333333333,10.895,9.55555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988405797101449,0,0,0,0,0,0,0,0,0,0,17.7333333333333,0.127906976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.26608187134503,0,0,0,0,0,0,0,0,0,0,0,0,4.15277777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,7.30841799709724,0,0,0,-3.60881934566145,12.4116541353383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5249169435216,0,0,0,0,0,0,0,0,0,0,0,0,3.21266968325792,0,0,8.71957671957672,6.4361581920904,0,0,0,0,0,0,0,0,0,0,62.6041776837652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.819512195122,8.94331983805668,0,0,0,0,0,0,0,-1.23636363636364,0,0,0,0,0,0,0,0,0,25.1186186186186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3958333333333,0,0,0,0,0,0,0,0,0,0,-0.933333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6666666666667,0,0,0,0,0,0,0,0,0
0,0,0,9.15731707317073,4.71373200442968,0,0,4.00454545454545,0,0,0,0,0,0,0,0,0,0,0,0,7.18346774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0053191489362,0,0,0,0,0,0,0,0,22.0147783251232,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77820512820513,0,0,1.82528735632184,22.021021021021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.61052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0,0,0
22.4409701928697,0,0,0,0,0,0,0,0,31.4932432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0196078431373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.063122923588,0,0,0,0,0,0,0,0,0,0,0,67.0901639344262,0,0,0,0,0,0,19.3888888888889,0,0,0,0,0,0,0,0,0,1.06862745098039,0,0,0,0,0,7.90420819490587,0,0,0,0,0,0,0,0,0,0,0,0,24.1751412429379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19203413940256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5997150997151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.02173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58350951374207,0,0,0,0,0,0,0,0,0,0,0,-6.17391304347826,0,0,0,0,0,0,0,0,0,0,72.7140783744557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2489795918367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5183908045977,19.1622621564482,-5.60756302521008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.83615221987315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0315315315315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.54901960784314,0,36.5281385281385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.711111111111111,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57770582793709,0,0,0,0,0,0,0,0,0,0,0,0,38.8141176470588,0,0,0,0,0,0,0,0,0,0,0,2.12235294117647,-5.86309523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3256038647343,0,0,0,0,0,0,0,0,0,0.932932469935245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.0571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.03030303030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.65448504983389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.12727272727273,6.57671957671958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.6666666666667,0
0,0,0,0,0,0,0,0,24.3055288461538,0,0,5.66153846153846,0,0,0,0,0,0,0,0,0,0,0,16.6432880844646,6.68792517006803,1.27985074626866,0,0,0,0,0,0,0,0,0,0,0,0,27.7567567567568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8572037510656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.32608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.9669117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2634408602151,3.83333333333333,10.6195652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.20053475935829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3639705882353,0,0,0,0,0,0,0,0,0,0,0,15.1883116883117,0,0,0,0,-17.8928571428571,12.5415019762846,16.1738095238095,0,0,0,0,0,0,0,0,0,0,-4.64327485380117,0,-40.6,0,0,0,0,0,0,0,0,48.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92894736842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3484848484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9285714285714,5.58333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0584795321637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45098039215686,21.2777777777778,0,0,0,0,0,0,0,0,0,0,0,1.89473684210526,0,0,0,0,0,0,0,24.6984126984127,11.2707692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5714285714286,4.21212121212121,-4.46245059288538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.49736842105263,0,0,0,0,0,0,0,0,0,0,4.75,2.82246376811594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86666666666667,0,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8582491582492,6.22907153729072,0,0,0,0,0,0,0,0,0,0,0,7.49935064935065,0,0,0,0,0,0,0,11.2707692307692,44.3783783783784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55434782608696,4.90459770114943,-2.17788461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90441621294616,0,0,0,0,0,0,0,0,0,0,12.3359683794466,-2.07676767676768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5632798573975,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,1.08791208791209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
