"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual","Week12","FreqInd"
"QB","Kirk Cousins (7852126)","Kirk Cousins",7852126,6400,"Was@Ari 04:25PM ET","Was","Kirk","Cousins","Ari",19.03,18,NA,NA,"Cousins, Kirk",NA,NA,NA,NA,NA,15.6,28.6,0,33.2,1
"TE","Jordan Reed (7852478)","Jordan Reed",7852478,6400,"Was@Ari 04:25PM ET","Was","Jordan","Reed","Ari",0,0,1,0.183628318584071,"Reed, Jordan",61,83,5,1,2,7.9,25.8,0,31.5,1
"WR","Davante Adams (7852308)","Davante Adams",7852308,6300,"Hou@GB 01:00PM ET","GB","Davante","Adams","Hou",14.57,11.9,2,0.193617021276596,"Adams, Davante",60,91,8,2,2,6,28.8,0,31.3,1
"QB","Russell Wilson (7852136)","Russell Wilson",7852136,6300,"Car@Sea 08:30PM ET","Sea","Russell","Wilson","Car",19.56,20.3,11,0.00571428571428571,"Wilson, Russell",2,2,1,11,3,9.5,25.2,0,12,1
"WR","Golden Tate (7852270)","Golden Tate",7852270,6200,"Det@NO 01:00PM ET","Det","Golden","Tate","NO",15.76,14.3,1,0.223880597014925,"Tate, Golden",57,90,3,1,4,2.7,21.8,0,12.7,1
"QB","Jameis Winston (7852132)","Jameis Winston",7852132,6200,"TB@SD 04:25PM ET","TB","Jameis","Winston","SD",18.41,19.8,NA,NA,"Winston, Jameis",NA,NA,NA,NA,NA,13.9,25.9,0,17,1
"WR","Kelvin Benjamin (7852402)","Kelvin Benjamin",7852402,6200,"Car@Sea 08:30PM ET","Car","Kelvin","Benjamin","Sea",13.78,11.6,2,0.2175,"Benjamin, Kelvin",48,87,5,2,1,5.8,22.1,0,13.3,1
"RB","Devonta Freeman (7852143)","Devonta Freeman",7852143,6100,"KC@Atl 01:00PM ET","Atl","Devonta","Freeman","KC",15,15.1,3,0.114285714285714,"Freeman, Devonta",35,44,2,3,5,8.1,24.3,0,21.7,1
"QB","Colin Kaepernick (7852106)","Colin Kaepernick",7852106,6100,"SF@Chi 01:00PM ET","SF","Colin","Kaepernick","Chi",19.73,19.9,NA,NA,"Kaepernick, Colin",NA,NA,NA,NA,NA,15.9,31.4,0,37.1,1
"WR","Tyrell Williams (7852393)","Tyrell Williams",7852393,6100,"TB@SD 04:25PM ET","SD","Tyrell","Williams","TB",14.39,14.3,1,0.2,"Williams, Tyrell",53,81,5,1,1,6.9,23.8,0,21,1
"RB","Mark Ingram (7852150)","Mark Ingram",7852150,6000,"Det@NO 01:00PM ET","NO","Mark","Ingram","Det",13.64,13.1,5,0.0782608695652174,"Ingram, Mark",30,36,4,5,3,4.9,26.9,0,32.7,1
"WR","DeAndre Hopkins (7852305)","DeAndre Hopkins",7852305,6000,"Hou@GB 01:00PM ET","Hou","DeAndre","Hopkins","GB",13.7,13.9,1,0.26865671641791,"Hopkins, DeAndre",55,108,3,1,1,5.8,19.1,0,12,1
"WR","Alshon Jeffery (7852340)","Alshon Jeffery",7852340,6000,"SF@Chi 01:00PM ET","Chi","Alshon","Jeffery","SF",0,0,1,0.179611650485437,"Jeffery, Alshon",41,74,1,2,4,8.3,16.6,0,NA,1
"WR","Michael Crabtree (7852349)","Michael Crabtree",7852349,6000,"Buf@Oak 04:05PM ET","Oak","Michael","Crabtree","Buf",16.23,13.5,2,0.245495495495495,"Crabtree, Michael",64,109,7,2,1,6.5,25.9,0,22,1
"QB","Carson Palmer (7852123)","Carson Palmer",7852123,6000,"Was@Ari 04:25PM ET","Ari","Carson","Palmer","Was",18.17,19.2,NA,NA,"Palmer, Carson",NA,NA,NA,NA,NA,11.6,24.2,0,18.6,1
"WR","Emmanuel Sanders (7852290)","Emmanuel Sanders",7852290,5900,"Den@Jax 01:00PM ET","Den","Emmanuel","Sanders","Jax",14.02,13.8,1,0.279373368146214,"Sanders, Emmanuel",61,107,4,2,2,5.9,25.8,0,32.2,1
"QB","Eli Manning (7852117)","Eli Manning",7852117,5900,"NYG@Pit 04:25PM ET","NYG","Eli","Manning","Pit",18.56,18.7,NA,NA,"Manning, Eli",NA,NA,NA,NA,NA,11.2,23.8,0,19.6,1
"RB","Thomas Rawls (7852251)","Thomas Rawls",7852251,5900,"Car@Sea 08:30PM ET","Sea","Thomas","Rawls","Car",12.74,12.4,8,0.0314285714285714,"Rawls, Thomas",9,11,0,7,5,3.1,11,0,3.8,0
"RB","Theo Riddick (7852151)","Theo Riddick",7852151,5800,"Det@NO 01:00PM ET","Det","Theo","Riddick","NO",17.47,15.8,4,0.156716417910448,"Riddick, Theo",50,63,4,3,2,8.4,24.8,0,10.8,1
"WR","Allen Robinson (7852301)","Allen Robinson",7852301,5800,"Den@Jax 01:00PM ET","Jax","Allen","Robinson","Den",13.12,13.9,1,0.247240618101545,"Robinson, Allen",53,112,6,1,1,5.3,22.5,0,4.4,1
"WR","Jamison Crowder (7852379)","Jamison Crowder",7852379,5800,"Was@Ari 04:25PM ET","Was","Jamison","Crowder","Ari",13.63,14,3,0.168141592920354,"Crowder, Jamison",55,76,6,2,1,9.8,22.6,0,16.8,1
"WR","Jordan Matthews (7852317)","Jordan Matthews",7852317,5700,"Phi@Cin 01:00PM ET","Phi","Jordan","Matthews","Cin",14.94,16.6,1,0.235142118863049,"Matthews, Jordan",57,91,3,1,1,6.7,20,0,8.7,1
"WR","Steve Smith Sr. (7852325)","Steve Smith Sr.",7852325,5700,"Mia@Bal 01:00PM ET","Bal","Steve","Smith","Mia",13.07,13,3,0.155555555555556,"Smith, Steve",50,70,3,3,2,NA,NA,NA,NA,NA
"QB","Tyrod Taylor (7852111)","Tyrod Taylor",7852111,5700,"Buf@Oak 04:05PM ET","Buf","Tyrod","Taylor","Oak",18.83,18.3,NA,NA,"Taylor, Tyrod",NA,NA,NA,NA,NA,11.8,24.8,0,20.4,1
"RB","DeAngelo Williams (7852219)","DeAngelo Williams",7852219,5700,"NYG@Pit 04:25PM ET","Pit","DeAngelo","Williams","NYG",0,0,6,0.0528735632183908,"Williams, DeAngelo",15,23,1,6,6,-3.1,25.6,0,NA,0
"RB","Doug Martin (7852237)","Doug Martin",7852237,5700,"TB@SD 04:25PM ET","TB","Doug","Martin","SD",13.39,11,8,0.0306603773584906,"Martin, Doug",11,13,0,7,9,5.5,15.3,0,10,1
"RB","Lamar Miller (7852178)","Lamar Miller",7852178,5600,"Hou@GB 01:00PM ET","Hou","Lamar","Miller","GB",13.65,12.5,5,0.0895522388059701,"Miller, Lamar",28,36,1,5,4,6.1,23.4,0,9.5,1
"WR","DeVante Parker (7852331)","DeVante Parker",7852331,5600,"Mia@Bal 01:00PM ET","Mia","DeVante","Parker","Bal",0,0,2,0.192771084337349,"Parker, DeVante",42,64,3,2,2,4.2,18.6,0,9.4,1
"RB","LeGarrette Blount (7852160)","LeGarrette Blount",7852160,5500,"LA@NE 01:00PM ET","NE","LeGarrette","Blount","LA",11.22,9,9,0.0177215189873418,"Blount, LeGarrette",6,7,0,9,8,8.5,24,0,6.7,1
"QB","Ryan Tannehill (7852104)","Ryan Tannehill",7852104,5500,"Mia@Bal 01:00PM ET","Mia","Ryan","Tannehill","Bal",16.69,15.2,NA,NA,"Tannehill, Ryan",NA,NA,NA,NA,NA,8.9,24.1,0,26.8,1
"WR","Sammy Watkins (7852356)","Sammy Watkins",7852356,5500,"Buf@Oak 04:05PM ET","Buf","Sammy","Watkins","Oak",11.94,15,7,0.0404984423676012,"Watkins, Sammy",9,13,0,6,7,4.2,11.3,0,11,0
"TE","Jimmy Graham (7852491)","Jimmy Graham",7852491,5500,"Car@Sea 08:30PM ET","Sea","Jimmy","Graham","Car",14.57,12.3,2,0.205714285714286,"Graham, Jimmy",52,72,4,2,2,4.9,22.8,0,11.7,1
"QB","Alex Smith (7852071)","Alex Smith",7852071,5400,"KC@Atl 01:00PM ET","KC","Alex","Smith","Atl",16.07,20,15,0.00246305418719212,"Smith, Alex",0,1,0,15,6,7.4,22.7,0,15,1
"WR","Randall Cobb (7852303)","Randall Cobb",7852303,5400,"Hou@GB 01:00PM ET","GB","Randall","Cobb","Hou",13.49,11.3,3,0.174468085106383,"Cobb, Randall",56,82,4,3,3,5.9,21,0,10.1,1
"WR","Jarvis Landry (7852330)","Jarvis Landry",7852330,5400,"Mia@Bal 01:00PM ET","Mia","Jarvis","Landry","Bal",14.84,16.8,1,0.27710843373494,"Landry, Jarvis",68,92,2,1,3,7,21.8,0,8.7,1
"RB","Latavius Murray (7852213)","Latavius Murray",7852213,5400,"Buf@Oak 04:05PM ET","Oak","Latavius","Murray","Buf",14.9,13.2,5,0.0788288288288288,"Murray, Latavius",27,35,1,4,6,8.2,25.3,0,17.8,1
"WR","Jeremy Maclin (7852257)","Jeremy Maclin",7852257,5300,"KC@Atl 01:00PM ET","KC","Jeremy","Maclin","Atl",0,0,4,0.137931034482759,"Maclin, Jeremy",30,56,2,4,3,4.7,15.2,0,NA,1
"QB","Carson Wentz (7852100)","Carson Wentz",7852100,5300,"Phi@Cin 01:00PM ET","Phi","Carson","Wentz","Cin",16.16,15.5,NA,NA,"Wentz, Carson",NA,NA,NA,NA,NA,9.6,19.9,0,18.5,1
"TE","Tyler Eifert (7852442)","Tyler Eifert",7852442,5300,"Phi@Cin 01:00PM ET","Cin","Tyler","Eifert","Phi",15.56,14.4,5,0.0861244019138756,"Eifert, Tyler",22,36,2,5,3,3.2,23.6,0,17.8,0
"QB","Joe Flacco (7852102)","Joe Flacco",7852102,5300,"Mia@Bal 01:00PM ET","Bal","Joe","Flacco","Mia",17.96,14.7,NA,NA,"Flacco, Joe",NA,NA,NA,NA,NA,11.1,20.9,0,14.3,1
"RB","Carlos Hyde (7852203)","Carlos Hyde",7852203,5300,"SF@Chi 01:00PM ET","SF","Carlos","Hyde","Chi",15.57,14,6,0.0670391061452514,"Hyde, Carlos",21,24,1,4,5,6.1,24.7,0,20.5,1
"RB","Ameer Abdullah (7852155)","Ameer Abdullah",7852155,5200,"Det@NO 01:00PM ET","Det","Ameer","Abdullah","NO",0,0,8,0.0124378109452736,"Abdullah, Ameer",5,5,1,8,6,-0.2,27,0,NA,0
"QB","Brock Osweiler (7852093)","Brock Osweiler",7852093,5200,"Hou@GB 01:00PM ET","Hou","Brock","Osweiler","GB",15.06,15.5,14,0.00248756218905473,"Osweiler, Brock",1,1,0,12,8,9.1,17.1,0,15.1,1
"QB","Andy Dalton (7852097)","Andy Dalton",7852097,5200,"Phi@Cin 01:00PM ET","Cin","Andy","Dalton","Phi",18.26,17.5,NA,NA,"Dalton, Andy",NA,NA,NA,NA,NA,14,22.9,0,14.7,1
"WR","Dontrelle Inman (7852383)","Dontrelle Inman",7852383,5200,"TB@SD 04:25PM ET","SD","Dontrelle","Inman","TB",9.91,9.3,2,0.175308641975309,"Inman, Dontrelle",40,71,2,2,5,0.4,19.4,0,26.9,0
"RB","Jonathan Stewart (7852247)","Jonathan Stewart",7852247,5200,"Car@Sea 08:30PM ET","Car","Jonathan","Stewart","Sea",11.48,10.5,8,0.035,"Stewart, Jonathan",5,14,0,9,8,3.1,20.7,0,21.6,1
"WR","Willie Snead (7852273)","Willie Snead",7852273,5100,"Det@NO 01:00PM ET","NO","Willie","Snead","Det",14.24,13.2,3,0.156521739130435,"Snead, Willie",53,72,4,2,3,5,23.6,0,14.8,1
"QB","Trevor Siemian (7852087)","Trevor Siemian",7852087,5100,"Den@Jax 01:00PM ET","Den","Trevor","Siemian","Jax",0,0,NA,NA,"Siemian, Trevor",NA,NA,NA,NA,NA,7.1,25.1,0,32,1
"RB","Devontae Booker (7852175)","Devontae Booker",7852175,5100,"Den@Jax 01:00PM ET","Den","Devontae","Booker","Jax",14.59,15,5,0.0704960835509138,"Booker, Devontae",18,27,0,4,8,2.5,13.8,0,11.1,1
"RB","C.J. Prosise (7852252)","C.J. Prosise",7852252,5100,"Car@Sea 08:30PM ET","Sea","C.J.","Prosise","Car",0,0,6,0.0571428571428571,"Prosise, C.J.",18,20,0,5,5,1.6,18.7,0,NA,1
"TE","Greg Olsen (7852490)","Greg Olsen",7852490,5100,"Car@Sea 08:30PM ET","Car","Greg","Olsen","Sea",14.34,15.4,1,0.2325,"Olsen, Greg",59,93,3,1,2,6.4,23.2,0,8.5,1
"QB","Matt Schaub (7852072)","Matt Schaub",7852072,5000,"KC@Atl 01:00PM ET","Atl","Matt","Schaub","KC",0,0,NA,NA,"Schaub, Matt",NA,NA,NA,NA,NA,-0.2,-0.2,0,NA,1
"QB","Nick Foles (7852073)","Nick Foles",7852073,5000,"KC@Atl 01:00PM ET","KC","Nick","Foles","Atl",0,0,NA,NA,"Foles, Nick",NA,NA,NA,NA,NA,10,18,0,NA,1
"QB","Tyler Bray (7852074)","Tyler Bray",7852074,5000,"KC@Atl 01:00PM ET","KC","Tyler","Bray","Atl",0,0,NA,NA,"Bray, Tyler",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Dan Orlovsky (7852076)","Dan Orlovsky",7852076,5000,"Det@NO 01:00PM ET","Det","Dan","Orlovsky","NO",0,0,NA,NA,"Orlovsky, Dan",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Luke McCown (7852077)","Luke McCown",7852077,5000,"Det@NO 01:00PM ET","NO","Luke","McCown","Det",0,0,NA,NA,"McCown, Luke",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Jake Rudock (7852079)","Jake Rudock",7852079,5000,"Det@NO 01:00PM ET","Det","Jake","Rudock","NO",0,0,NA,NA,"Rudock, Jake",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Case Keenum (7852081)","Case Keenum",7852081,5000,"LA@NE 01:00PM ET","LA","Case","Keenum","NE",0,0,NA,NA,"Keenum, Case",NA,NA,NA,NA,NA,5.3,22.5,0,NA,1
"QB","Jimmy Garoppolo (7852082)","Jimmy Garoppolo",7852082,5000,"LA@NE 01:00PM ET","NE","Jimmy","Garoppolo","LA",0,0,13,0.00253164556962025,"Garoppolo, Jimmy",1,1,0,11,8,-1.9,20.4,0,NA,1
"QB","Sean Mannion (7852083)","Sean Mannion",7852083,5000,"LA@NE 01:00PM ET","LA","Sean","Mannion","NE",0,0,NA,NA,"Mannion, Sean",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Jared Goff (7852084)","Jared Goff",7852084,5000,"LA@NE 01:00PM ET","LA","Jared","Goff","NE",14.76,13.3,NA,NA,"Goff, Jared",NA,NA,NA,NA,NA,4,21.1,0,18.6,1
"RB","Todd Gurley (7852167)","Todd Gurley",7852167,5000,"LA@NE 01:00PM ET","LA","Todd","Gurley","NE",13.13,12.5,5,0.109042553191489,"Gurley, Todd",32,41,0,4,5,8.2,17.5,0,12.9,1
"WR","Kenny Britt (7852281)","Kenny Britt",7852281,5000,"LA@NE 01:00PM ET","LA","Kenny","Britt","NE",14.71,11.3,1,0.228723404255319,"Britt, Kenny",55,86,4,1,1,6.6,22.8,0,16.2,1
"QB","Chad Henne (7852085)","Chad Henne",7852085,5000,"Den@Jax 01:00PM ET","Jax","Chad","Henne","Den",0,0,NA,NA,"Henne, Chad",NA,NA,NA,NA,NA,-0.2,-0.2,0,NA,1
"QB","Austin Davis (7852086)","Austin Davis",7852086,5000,"Den@Jax 01:00PM ET","Den","Austin","Davis","Jax",0,0,NA,NA,"Davis, Austin",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Blake Bortles (7852088)","Blake Bortles",7852088,5000,"Den@Jax 01:00PM ET","Jax","Blake","Bortles","Den",17.79,15.6,NA,NA,"Bortles, Blake",NA,NA,NA,NA,NA,14.2,26.2,0,21.1,1
"QB","Brandon Allen (7852089)","Brandon Allen",7852089,5000,"Den@Jax 01:00PM ET","Jax","Brandon","Allen","Den",0,0,NA,NA,"Allen, Brandon",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Paxton Lynch (7852090)","Paxton Lynch",7852090,5000,"Den@Jax 01:00PM ET","Den","Paxton","Lynch","Jax",14.96,0,NA,NA,"Lynch, Paxton",NA,NA,NA,NA,NA,9.7,14.4,0,NA,1
"QB","Brandon Weeden (7852092)","Brandon Weeden",7852092,5000,"Hou@GB 01:00PM ET","Hou","Brandon","Weeden","GB",0,0,NA,NA,"Weeden, Brandon",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Tom Savage (7852094)","Tom Savage",7852094,5000,"Hou@GB 01:00PM ET","Hou","Tom","Savage","GB",0,0,NA,NA,"Savage, Tom",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Brett Hundley (7852095)","Brett Hundley",7852095,5000,"Hou@GB 01:00PM ET","GB","Brett","Hundley","Hou",0,0,NA,NA,"Hundley, Brett",NA,NA,NA,NA,NA,-0.8,0.5,0,NA,1
"QB","Chase Daniel (7852096)","Chase Daniel",7852096,5000,"Phi@Cin 01:00PM ET","Phi","Chase","Daniel","Cin",0,0,NA,NA,"Daniel, Chase",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","AJ McCarron (7852098)","AJ McCarron",7852098,5000,"Phi@Cin 01:00PM ET","Cin","AJ","McCarron","Phi",0,0,NA,NA,"McCarron, AJ",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Jeff Driskel (7852099)","Jeff Driskel",7852099,5000,"Phi@Cin 01:00PM ET","Cin","Jeff","Driskel","Phi",0,0,NA,NA,"Driskel, Jeff",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Matt Moore (7852101)","Matt Moore",7852101,5000,"Mia@Bal 01:00PM ET","Mia","Matt","Moore","Bal",0,0,NA,NA,"Moore, Matt",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Ryan Mallett (7852103)","Ryan Mallett",7852103,5000,"Mia@Bal 01:00PM ET","Bal","Ryan","Mallett","Mia",0,0,NA,NA,"Mallett, Ryan",NA,NA,NA,NA,NA,-0.4,0.5,0,NA,1
"WR","Mike Wallace (7852327)","Mike Wallace",7852327,5000,"Mia@Bal 01:00PM ET","Bal","Mike","Wallace","Mia",13.95,11.2,1,0.2,"Wallace, Mike",52,90,4,2,1,8.6,21.5,0,8.6,1
"QB","Jay Cutler (7852105)","Jay Cutler",7852105,5000,"SF@Chi 01:00PM ET","Chi","Jay","Cutler","SF",0,0,NA,NA,"Cutler, Jay",NA,NA,NA,NA,NA,6.6,14.9,0,NA,1
"QB","Christian Ponder (7852107)","Christian Ponder",7852107,5000,"SF@Chi 01:00PM ET","SF","Christian","Ponder","Chi",0,0,NA,NA,"Ponder, Christian",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Blaine Gabbert (7852108)","Blaine Gabbert",7852108,5000,"SF@Chi 01:00PM ET","SF","Blaine","Gabbert","Chi",0,0,14,0.00279329608938547,"Gabbert, Blaine",1,1,0,14,8,8.9,22.4,0,NA,1
"QB","Matt Barkley (7852109)","Matt Barkley",7852109,5000,"SF@Chi 01:00PM ET","Chi","Matt","Barkley","SF",16.26,16.6,NA,NA,"Barkley, Matt",NA,NA,NA,NA,NA,-3.9,30.7,0,NA,1
"QB","David Fales (7852110)","David Fales",7852110,5000,"SF@Chi 01:00PM ET","Chi","David","Fales","SF",0,0,NA,NA,"Fales, David",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","EJ Manuel (7852112)","EJ Manuel",7852112,5000,"Buf@Oak 04:05PM ET","Buf","EJ","Manuel","Oak",0,0,NA,NA,"Manuel, EJ",NA,NA,NA,NA,NA,0.2,3.2,0,NA,1
"QB","Matt McGloin (7852113)","Matt McGloin",7852113,5000,"Buf@Oak 04:05PM ET","Oak","Matt","McGloin","Buf",0,0,NA,NA,"McGloin, Matt",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Connor Cook (7852115)","Connor Cook",7852115,5000,"Buf@Oak 04:05PM ET","Oak","Connor","Cook","Buf",0,0,NA,NA,"Cook, Connor",NA,NA,NA,NA,NA,0,0,0,NA,1
"QB","Cardale Jones (7852116)","Cardale Jones",7852116,5000,"Buf@Oak 04:05PM ET","Buf","Cardale","Jones","Oak",0,0,NA,NA,"Jones, Cardale",NA,NA,NA,NA,NA,0,0,0,NA,1
