"Mike Trout_LAA","Jose Ramirez_CLE","Edwin Encarnacion_CLE","Carlos Santana_CLE","Francisco Lindor_CLE","Michael Brantley_CLE","Logan Morrison_TB","Steven Souza_TB","Lonnie Chisenhall_CLE","Jason Kipnis_CLE","Corey Dickerson_TB","Mallex Smith_TB","Bradley Zimmer_CLE","Cameron Maybin_LAA","Evan Longoria_TB","Andrelton Simmons_LAA","Albert Pujols_LAA","Yonder Alonso_OAK","Kole Calhoun_LAA","Brad Miller_TB","Khris Davis_OAK","Wilson Ramos_TB","Kevin Kiermaier_TB","Colby Rasmus_TB","Jefry Marte_LAA","Tyler Naquin_CLE","Marcus Semien_OAK","Eric Young_LAA","Trevor Plouffe_TB","Matt Duffy_TB","Rajai Davis_OAK","Matt Joyce_OAK","Jed Lowrie_OAK","Yunel Escobar_LAA","Nick Franklin_LAA","Ryon Healy_OAK","Bobby Bradley_CLE","Abraham Almonte_CLE","Greg Allen_CLE","Martin Maldonado_LAA","Ben Revere_LAA","Tim Beckham_TB","CJ Cron_LAA","Jake Bauers_TB","Brandon Guyer_CLE","Yan Gomes_CLE","Erik Gonzalez_CLE","Shane Robinson_LAA","Jesus Sucre_TB","Adam Rosales_OAK","Austin Jackson_CLE","Peter Bourjos_TB","Derek Norris_TB","Kaleb Cowart_LAA","Giovanny Urshela_CLE","Mark Canha_OAK","Bruce Maxwell_OAK","Franklin Barreto_OAK","Rickie Weeks_TB","Roberto Perez_CLE","Joey Wendle_OAK","Francisco Mejia_CLE","Yandy Diaz_CLE","Luis Valbuena_LAA","Curt Casali_TB","David Fletcher_LAA","Jake Smolinski_OAK","Ryan LaMarre_OAK","Adeiny Hechavarria_TB","Daniel Robertson_TB","Nolan Fontana_LAA","Matt Chapman_OAK","Cliff Pennington_LAA","Shane Peterson_TB","Michael Martinez_CLE","Daniel Robertson_CLE","Juan Graterol_LAA","Carlos Perez_LAA","Jaycob Brugman_OAK","Jaff Decker_OAK","Ryan Lavarnway_OAK","Josh Phegley_OAK","Renato Nunez_OAK","Matt Olson_OAK","Chad Pinder_OAK","Danny Espinosa_LAA","Taylor Featherston_TB","Willy Adames_TB"
0,0,0,0,0,0,69,70,0,0,77,29,0,0,74,0,0,0,0,33,0,7,50,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,27,0,0,14,43,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,47,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,30,30,0,0,29,30,0,0,29,0,0,0,0,10,0,7,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,30,28,28,31,23,0,0,23,28,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,21,5,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0,0,0,67,0,66,60,0,63,0,0,0,0,0,23,0,0,16,0,0,0,0,0,50,3,0,0,0,0,55,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,4,0,14,0,0,0,11,0,0,0,0,0,0,0,0,49,0,0
0,0,0,0,0,0,72,75,0,0,74,29,0,0,82,0,0,0,0,35,0,8,56,27,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,27,0,0,20,47,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,50,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0
44,0,0,0,0,0,0,0,0,0,0,0,0,66,0,85,75,0,81,0,0,0,0,0,27,0,0,25,0,0,0,0,0,64,3,0,0,0,0,68,37,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,4,0,23,0,0,0,15,2,0,0,0,0,0,0,0,59,0,0
38,0,0,0,0,0,0,0,0,0,0,0,0,60,0,75,77,0,73,0,0,0,0,0,22,0,0,24,0,0,0,0,0,62,3,0,0,0,0,64,32,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,3,0,22,0,0,0,10,3,0,0,0,0,0,0,0,55,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,62,0,0,0,0,0,9,0,0,0,38,56,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,12,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,11,0,17,0,9,26,0,0,0
41,0,0,0,0,0,0,0,0,0,0,0,0,63,0,81,73,0,83,0,0,0,0,0,26,0,0,26,0,0,0,0,0,64,3,0,0,0,0,65,35,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,3,0,24,0,0,0,15,3,0,0,0,0,0,0,0,58,0,0
0,0,0,0,0,0,31,32,0,0,33,10,0,0,35,0,0,0,0,37,0,2,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,11,0,0,5,24,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,13,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,77,0,0,0,0,0,11,0,0,0,47,60,71,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,19,15,9,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,20,12,0,28,0,10,35,0,0,0
0,0,0,0,0,0,7,8,0,0,7,7,0,0,8,0,0,0,0,2,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,48,50,0,0,50,7,0,0,56,0,0,0,0,32,0,0,57,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,16,0,0,13,41,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,37,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,27,22,0,0,27,6,0,0,27,0,0,0,0,8,0,0,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,23,0,27,22,0,26,0,0,0,0,0,28,0,0,4,0,0,0,0,0,20,0,0,0,0,0,22,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0
0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,12,0,0,0,11,9,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,24,0,26,0,0,0,0,0,4,0,0,26,0,0,0,0,0,23,0,0,0,0,0,22,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,19,0,0
0,0,0,0,0,0,7,8,0,0,7,6,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,47,0,0,0,0,0,11,0,0,0,49,33,45,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,14,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,2,0,17,0,4,23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,60,0,0,0,0,0,9,0,0,0,33,63,59,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,10,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,19,10,0,17,0,10,22,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,71,0,0,0,0,0,12,0,0,0,45,59,74,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,19,14,7,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,18,12,0,24,0,8,31,0,0,0
30,0,0,0,0,0,0,0,0,0,0,0,0,50,0,64,62,0,64,0,0,0,0,0,20,0,0,23,0,0,0,0,0,66,3,0,0,0,0,53,30,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,17,0,0,0,10,3,0,0,0,0,0,0,0,47,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,71,0,0,0,0,0,12,0,0,0,44,57,68,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,20,13,6,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,19,12,0,27,0,11,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25,25,22,25,18,0,0,18,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,7,16,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0,0,0,55,0,68,64,0,65,0,0,0,0,0,22,0,0,22,0,0,0,0,0,53,2,0,0,0,0,69,25,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,37,32,0,35,0,0,0,0,0,7,0,0,7,0,0,0,0,0,30,2,0,0,0,0,25,38,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,16,0,0,0,11,2,0,0,0,0,0,0,0,21,0,0
0,0,0,0,0,0,58,63,0,0,62,18,0,0,67,0,0,0,0,30,0,4,52,23,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,19,0,0,18,46,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,42,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,28,24,0,27,0,0,0,0,0,5,0,0,9,0,0,0,0,0,21,0,0,0,0,0,21,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,6,2,0,0,0,0,0,0,0,25,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,17,17,17,10,0,0,2,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,11,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,49,50,49,51,40,0,0,30,41,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,11,51,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
0,7,8,8,8,7,0,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,24,27,0,0,27,12,0,0,27,0,0,0,0,11,0,0,16,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,28,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,48,0,0,0,0,0,3,0,0,0,28,35,44,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,16,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,12,0,22,0,7,20,0,0,0
0,29,30,31,30,16,0,0,8,21,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,19,4,0,0,0,31,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,13,21,0,0,14,6,0,0,20,0,0,0,0,5,0,2,13,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,7,0,0,22,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,43,43,0,0,43,11,0,0,47,0,0,0,0,24,0,0,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,13,49,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,32,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,4,0,0,0,14,10,19,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,3,0,0,0,10,14,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,6,4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,6,8,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,4,0,6,0,0,0,0
0,0,0,0,0,0,14,19,0,0,17,0,0,0,23,0,0,0,0,13,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,8,0,0,13,16,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,24,24,25,25,17,0,0,14,17,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,0,5,0,0,0,12,0,0,0,0,0,0,0,0,26,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13,15,15,15,9,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,9,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,35,0,43,35,0,41,0,0,0,0,0,5,0,0,14,0,0,0,0,0,26,3,0,0,0,0,34,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,4,0,18,0,0,0,9,0,0,0,0,0,0,0,0,21,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
