"Jose Ramirez_CLE","Edwin Encarnacion_CLE","Steven Souza_TB","Michael Brantley_CLE","Francisco Lindor_CLE","Brandon Belt_SF","Bradley Zimmer_CLE","Khris Davis_OAK","Yonder Alonso_OAK","Corey Dickerson_TB","Buster Posey_SF","Jason Kipnis_CLE","Logan Morrison_TB","Mallex Smith_TB","Rajai Davis_OAK","Evan Longoria_TB","Carlos Santana_CLE","Lonnie Chisenhall_CLE","Denard Span_SF","Eduardo Nunez_SF","Joe Panik_SF","Wilson Ramos_TB","Brad Miller_TB","Hunter Pence_SF","Kevin Kiermaier_TB","Brandon Crawford_SF","Tyler Naquin_CLE","Colby Rasmus_TB","Marcus Semien_OAK","Trevor Plouffe_TB","Matt Joyce_OAK","Matt Duffy_TB","Bobby Bradley_CLE","Adam Rosales_OAK","Ryon Healy_OAK","Nick Hundley_SF","Erik Gonzalez_CLE","Jarrett Parker_SF","Christian Arroyo_SF","Greg Allen_CLE","Mark Canha_OAK","Gorkys Hernandez_SF","Brandon Guyer_CLE","Abraham Almonte_CLE","Jesus Sucre_TB","Tim Beckham_TB","Bruce Maxwell_OAK","Joey Wendle_OAK","Jake Bauers_TB","Austin Jackson_CLE","Kelby Tomlinson_SF","Mac Williamson_SF","Peter Bourjos_TB","Giovanny Urshela_CLE","Jed Lowrie_OAK","Jake Smolinski_OAK","Derek Norris_TB","Ryan LaMarre_OAK","Aaron Hill_SF","Roberto Perez_CLE","Yan Gomes_CLE","Yandy Diaz_CLE","Rickie Weeks_TB","Curt Casali_TB","Miguel Gomez_SF","Adeiny Hechavarria_TB","Daniel Robertson_TB","Justin Ruggiano_SF","Conor Gillaspie_SF","Jae-gyun Hwang_SF","Shane Peterson_TB","Franklin Barreto_OAK","Michael Morse_SF","Josh Phegley_OAK","Michael Martinez_CLE","Tim Federowicz_SF","Daniel Robertson_CLE","Austin Slater_SF","Francisco Mejia_CLE","Chad Pinder_OAK","Matt Chapman_OAK","Ryder Jones_SF","Jaff Decker_OAK","Ryan Lavarnway_OAK","Jaycob Brugman_OAK","Taylor Featherston_TB","Renato Nunez_OAK","Matt Olson_OAK","Willy Adames_TB","Chris Marrero_SF","Orlando Calixte_SF"
0,0,0,0,0,67,0,0,0,0,74,0,0,0,0,0,0,0,46,55,61,0,0,52,0,57,0,0,0,0,0,0,0,0,0,14,0,4,27,0,0,36,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,4,7,0,0,5,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,6,5
57,56,0,44,58,0,28,0,0,0,0,59,0,0,0,0,57,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,17,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,69,0,0,0,0,0,0,71,0,0,76,31,0,74,0,0,0,0,0,7,33,0,49,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,0,0,0,0,0,0,13,0,0,0,44,0,0,0,0,0,14,0,0,9,43,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
0,0,31,0,0,0,0,0,0,30,0,0,31,31,0,30,0,0,0,0,0,7,11,0,7,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,18,0,0,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,8,16,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
0,0,0,0,0,0,0,49,40,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,0,0,29,46,0,0,0,0,0,14,0,0,0,0,0,11,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,23,7,0,3,0,9,0,0,4,0,0,0
0,0,77,0,0,0,0,0,0,76,0,0,74,30,0,84,0,0,0,0,0,8,37,0,57,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,68,0,0,0,0,0,0,20,0,0,0,48,0,0,0,0,0,23,0,0,10,50,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
72,73,0,56,75,0,29,0,0,0,0,57,0,0,0,0,76,41,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,23,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,25,51,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,43,0,32,44,0,23,0,0,0,0,37,0,0,0,0,41,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,18,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,57,0,0,0,0,46,0,0,0,0,0,0,0,58,38,51,0,0,36,0,57,0,0,0,0,0,0,0,0,0,15,0,6,12,0,0,13,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,4,6,0,0,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,6,5
0,0,0,0,0,58,0,0,0,0,55,0,0,0,0,0,0,0,38,64,53,0,0,42,0,46,0,0,0,0,0,0,0,0,0,18,0,6,27,0,0,30,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,6,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,5
0,0,0,0,0,68,0,0,0,0,61,0,0,0,0,0,0,0,51,53,75,0,0,51,0,59,0,0,0,0,0,0,0,0,0,23,0,7,25,0,0,33,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,9,6,0,0,7,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,7,5
0,0,8,0,0,0,0,0,0,7,0,0,7,7,0,8,0,0,0,0,0,8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,34,0,0,0,0,0,0,35,0,0,33,11,0,37,0,0,0,0,0,2,39,0,33,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,0,0,0,0,0,0,5,0,0,0,25,0,0,0,0,0,13,0,0,4,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,54,0,0,0,0,52,0,0,0,0,0,0,0,36,42,51,0,0,61,0,44,0,0,0,0,0,0,0,0,0,20,0,7,14,0,0,29,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,8,2
0,0,51,0,0,0,0,0,0,51,0,0,49,7,0,57,0,0,0,0,0,0,33,0,58,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,53,0,0,0,0,0,0,13,0,0,0,42,0,0,0,0,0,22,0,0,0,37,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,65,0,0,0,0,57,0,0,0,0,0,0,0,57,46,59,0,0,44,0,68,0,0,0,0,0,0,0,0,0,20,0,6,14,0,0,22,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,8,5
3,4,0,4,4,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23,0,0,0,0,0,0,28,0,0,28,6,0,28,0,0,0,0,0,0,9,0,22,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,0,0,3,13,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0
0,0,8,0,0,0,0,0,0,7,0,0,7,6,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,0,0,0,0,0,62,58,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,65,0,0,36,59,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,22,10,0,11,0,19,0,0,10,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,49,38,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,36,0,0,51,47,0,0,0,0,0,16,0,0,0,0,0,8,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,22,0,0,0,0,0,20,2,0,13,0,9,0,0,7,0,0,0
0,0,0,0,0,0,0,73,61,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,59,0,0,47,76,0,0,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,0,70,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,27,0,0,0,0,0,35,7,0,13,0,19,0,0,11,0,0,0
0,0,0,0,0,21,0,0,0,0,14,0,0,0,0,0,0,0,15,18,23,0,0,20,0,20,0,0,0,0,0,0,0,0,0,27,0,2,7,0,0,12,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,2,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0
8,9,0,8,9,0,6,0,0,0,0,5,0,0,0,0,9,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,6,6,7,0,0,7,0,6,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,27,0,0,0,0,27,0,0,0,0,0,0,0,12,27,25,0,0,14,0,14,0,0,0,0,0,0,0,0,0,7,0,0,30,0,0,16,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,19,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,16,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,33,0,0,0,0,36,0,0,0,0,0,0,0,13,30,33,0,0,29,0,22,0,0,0,0,0,0,0,0,0,12,0,0,16,0,0,39,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,4,3,0,0,4,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,4,0
17,18,0,11,18,0,2,0,0,0,0,10,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,12,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,26,0,19,26,0,3,0,0,0,0,18,0,0,0,0,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,28,0,0,0,0,0,0,28,0,0,25,13,0,28,0,0,0,0,0,0,12,0,16,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,4,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
0,0,64,0,0,0,0,0,0,63,0,0,59,18,0,68,0,0,0,0,0,4,31,0,53,0,0,24,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,70,0,0,0,0,0,0,18,0,0,0,47,0,0,0,0,0,23,0,0,4,42,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,16,16,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,6,0,0,0,10,0,0,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30,0,16,30,0,9,0,0,0,0,21,0,0,0,0,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,12,19,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,3,4,5,0,0,9,0,5,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,9,8,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,0,0,0,0,0,0,14,0,0,13,6,0,20,0,0,0,0,0,2,5,0,13,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,0,0,0,0,22,0,0,0,13,0,0,0,0,0,13,0,0,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,73,61,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,61,0,0,45,70,0,0,0,0,0,19,0,0,0,0,0,15,0,0,0,0,0,0,0,76,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,24,0,0,0,0,0,31,10,0,13,0,18,0,0,8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,44,0,0,0,0,0,0,44,0,0,44,11,0,48,0,0,0,0,0,0,25,0,42,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,13,0,0,0,50,0,0,0,0,0,16,0,0,0,32,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,8,10,6,0,0,11,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0
24,24,0,17,25,0,10,0,0,0,0,17,0,0,0,0,25,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,52,0,42,53,0,22,0,0,0,0,42,0,0,0,0,51,30,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,17,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,53,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,15,0,9,15,0,0,0,0,0,0,3,0,0,0,0,15,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19,0,0,0,0,0,0,17,0,0,14,0,0,23,0,0,0,0,0,0,13,0,22,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,0,0,0,0,0,0,13,0,0,0,16,0,0,0,0,0,24,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
