"Aaron Judge_NYY","Charlie Blackmon_COL","Paul Goldschmidt_ARI","Mookie Betts_BOS","Jake Lamb_ARI","Nolan Arenado_COL","Cameron Maybin_LAA","Gary Sanchez_NYY","Jay Bruce_NYM","George Springer_HOU","Cody Bellinger_LAD","Brian Dozier_MIN","Mark Reynolds_COL","Michael Conforto_NYM","Elvis Andrus_TEX","Andrew Benintendi_BOS","Edwin Encarnacion_CLE","Avisail Garcia_CWS","Josh Donaldson_TOR","Justin Smoak_TOR","Starling Marte_PIT","Jose Altuve_HOU","Miguel Sano_MIN","Andrew McCutchen_PIT","Adam Frazier_PIT","Aaron Hicks_NYY","Anthony Rizzo_CHC","Carlos Correa_HOU","Nomar Mazara_TEX","AJ Pollock_ARI","JD Martinez_DET","Justin Turner_LAD","Corey Seager_LAD","Nelson Cruz_SEA","Logan Morrison_TB","Corey Dickerson_TB","Ryan Braun_MIL","Travis Shaw_MIL","Brett Gardner_NYY","Starlin Castro_NYY","Mike Trout_LAA","Kris Bryant_CHC","Yoenis Cespedes_NYM","Mitch Moreland_BOS","Justin Upton_DET","Domingo Santana_MIL","Matt Holliday_NYY","Shin-Soo Choo_TEX","Brian McCann_HOU","Xander Bogaerts_BOS","Jean Segura_SEA","Mitch Haniger_SEA","Todd Frazier_CWS","Jonathan Schoop_BAL","Ian Desmond_COL","Josh Harrison_PIT","DJ LeMahieu_COL","Neil Walker_NYM","Alex Avila_DET","Chris Owings_ARI","Jose Abreu_CWS","Steven Souza_TB","Eric Thames_MIL","Hernan Perez_MIL","David Dahl_COL","Didi Gregorius_NYY","Adrian Beltre_TEX","Marwin Gonzalez_HOU","Delino DeShields_TEX","Joey Gallo_TEX","Howie Kendrick_PHI","Chris Taylor_LAD","Robbie Grossman_MIN","Manny Machado_BAL","Jonathan Villar_MIL","Andrelton Simmons_LAA","Jackie Bradley_BOS","David Peralta_ARI","Nicholas Castellanos_DET","Francisco Lindor_CLE","Joe Mauer_MIN","Robinson Cano_SEA","Jarrod Dyson_SEA","Kyle Seager_SEA","Dexter Fowler_STL","Mike Napoli_TEX","Carlos Gomez_TEX","Evan Gattis_HOU","Chase Utley_LAD","Joc Pederson_LAD","Melky Cabrera_CWS","Chris Davis_BAL","Jose Bautista_TOR","Tommy Pham_STL","Michael Brantley_CLE","Jose Ramirez_CLE","Mike Zunino_SEA","Mark Trumbo_BAL","Evan Longoria_TB","Kevin Pillar_TOR","Matt Carpenter_STL","David Freese_PIT","Josh Bell_PIT","Josh Reddick_HOU","Rougned Odor_TEX","Cesar Hernandez_PHI","Brandon Drury_ARI","Bradley Zimmer_CLE","Danny Valencia_SEA","Ben Gamel_SEA","Seth Smith_BAL","Leury Garcia_CWS","Randal Grichuk_STL","Stephen Piscotty_STL","Jordy Mercer_PIT","Kole Calhoun_LAA","David Wright_NYM","Curtis Granderson_NYM","Ian Happ_CHC","Dustin Pedroia_BOS","Aaron Altherr_PHI","Odubel Herrera_PHI","Gregor Blanco_ARI","Ian Kinsler_DET","Yasmany Tomas_ARI","Jason Kipnis_CLE","Kennys Vargas_MIN","Yoan Moncada_CWS","Kevin Kiermaier_TB","Devon Travis_TOR","Brad Miller_TB","Yadier Molina_STL","Gerardo Parra_COL","Chris Carter_NYY","Asdrubal Cabrera_NYM","Lucas Duda_NYM","Alex Bregman_HOU","Yuli Gurriel_HOU","Tommy Joseph_PHI","Franklin Gutierrez_LAD","Lonnie Chisenhall_CLE","Yasiel Puig_LAD","Eduardo Escobar_MIN","Kendrys Morales_TOR","Tim Beckham_TB","Mallex Smith_TB","Eric Sogard_MIL","Kolten Wong_STL","Jedd Gyorko_STL","Trevor Story_COL","Travis d'Arnaud_NYM","Carlos Beltran_HOU","Jonathan Lucroy_TEX","Hanley Ramirez_BOS","Daniel Nava_PHI","Victor Martinez_DET","Miguel Cabrera_DET","Carlos Santana_CLE","Austin Barnes_LAD","Jason Castro_MIN","Max Kepler_MIN","Adam Jones_BAL","Tyler Saladino_CWS","Trey Mancini_BAL","Wilson Ramos_TB","Pat Valaika_COL","Kyle Schwarber_CHC","Robinson Chirinos_TEX","Chris Iannetta_ARI","Abraham Almonte_CLE","Trayce Thompson_LAD","Kike Hernandez_LAD","Byron Buxton_MIN","Welington Castillo_BAL","Matt Davidson_CWS","Alen Hanson_CWS","Tim Anderson_CWS","Colby Rasmus_TB","Steve Pearce_TOR","John Jaso_PIT","Gregory Polanco_PIT","Stephen Cardullo_COL","Raimel Tapia_COL","Albert Pujols_LAA","Jacoby Ellsbury_NYY","Wilmer Flores_NYM","Rhys Hoskins_PHI","Daniel Descalso_ARI","Brandon Guyer_CLE","Yasmani Grandal_LAD","Andrew Toles_LAD","Greg Allen_CLE","Leonys Martin_SEA","Jorge Polanco_MIN","Yolmer Sanchez_CWS","Matt Duffy_TB","Jhonny Peralta_STL","Aledmys Diaz_STL","Carlos Gonzalez_COL","Dustin Garneau_COL","Jose Osuna_PIT","Eric Young_LAA","Jefry Marte_LAA","CJ Cron_LAA","Addison Russell_CHC","Jurickson Profar_TEX","Brock Holt_BOS","Andrew Romine_DET","Austin Jackson_CLE","Logan Forsythe_LAD","Rob Segedin_LAD","Craig Gentry_BAL","Hyun Soo Kim_BAL","Joey Rickard_BAL","Russell Martin_TOR","Jesus Aguilar_MIL","Francisco Cervelli_PIT","Elias Diaz_PIT","Yunel Escobar_LAA","Ben Zobrist_CHC","Javier Baez_CHC","Pablo Sandoval_BOS","Chris Herrmann_ARI","Jose Iglesias_DET","Nick Ahmed_ARI","Tyler Naquin_CLE","Charlie Tilson_CWS","Ezequiel Carrera_TOR","Keon Broxton_MIL","Nick Franklin_MIL","Orlando Arcia_MIL","Danny Ortiz_PIT","Tony Wolters_COL","Tom Murphy_COL","Kevin Newman_PIT","Chase Headley_NYY","Greg Bird_NYY","Miguel Montero_CHC","Amed Rosario_NYM","Norichika Aoki_HOU","Pete Kozma_TEX","Jake Marisnick_HOU","Brett Nicholas_TEX","Peter O'Brien_TEX","Derek Fisher_HOU","Andrew Knapp_PHI","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Adrian Gonzalez_LAD","Andre Ethier_LAD","Yan Gomes_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Chris Gimenez_MIN","Troy Tulowitzki_TOR","Dalton Pompey_TOR","Jake Bauers_TB","Rowdy Tellez_TOR","Harrison Bader_STL","Jordan Patterson_COL","Danny Espinosa_LAA","Jose Reyes_NYM","Juan Lagares_NYM","Brandon Nimmo_NYM","TJ Rivera_NYM","Albert Almora_CHC","Jared Hoying_TEX","JD Davis_HOU","Colin Moran_HOU","Andy Ibanez_TEX","Chris Young_BOS","Mikie Mahtook_DET","Scott Van Slyke_LAD","Yandy Diaz_CLE","Peter Bourjos_TB","Derek Norris_TB","Manny Pina_MIL","Michael Reed_MIL","Alexi Amarista_COL","Luis Valbuena_LAA","Rob Refsnyder_NYY","Jon Jay_CHC","Jeimer Candelario_CHC","Mark Zagunis_CHC","Christian Vazquez_BOS","Steve Selsky_BOS","Josh Rutledge_BOS","Marco Hernandez_BOS","Scott Kingery_PHI","JaCoby Jones_DET","Socrates Brito_ARI","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Eddie Rosario_MIN","Taylor Motter_SEA","Willy Garcia_CWS","Jacob May_CWS","Jarrod Saltalamacchia_TOR","Jesus Sucre_TB","Jose Martinez_STL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Greg Garcia_STL","Phil Gosselin_PIT","Chris Bostick_PIT","Tyler Austin_NYY","Jason Heyward_CHC","Willson Contreras_CHC","Gavin Cecchini_NYM","Hanser Alberto_TEX","Ryan Rua_TEX","Andres Blanco_PHI","Brock Stassi_PHI","Jorge Alfaro_PHI","Dixon Machado_DET","John Hicks_DET","Tyler Collins_DET","Boog Powell_SEA","JJ Hardy_BAL","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Cody Asche_CWS","Luis Sardinas_BAL","Kevan Smith_CWS","Adam Engel_CWS","Rickie Weeks_TB","Darrell Ceciliani_TOR","Daniel Robertson_TB","Jett Bandy_MIL","Brett Phillips_MIL","Magneuris Sierra_STL","Jacob Nottingham_MIL","Jacob Stallings_PIT","Martin Maldonado_LAA","Ben Revere_LAA","Matt Reynolds_NYM","Tommy La Stella_CHC","Kevin Plawecki_NYM","Drew Stubbs_TEX","Maikel Franco_PHI","Sam Travis_BOS","Nick Williams_PHI","James McCann_DET","Roberto Perez_CLE","Willie Calhoun_LAD","Francisco Mejia_CLE","Alex Verdugo_LAD","Bobby Bradley_CLE","Tuffy Gosewisch_SEA","Ehire Adrianza_MIN","Geovany Soto_CWS","Ruben Tejada_BAL","Curt Casali_TB","Anthony Alford_TOR","Carson Kelly_STL","Corey Ray_MIL","Paul DeJong_STL","Ryan Hanigan_COL","Gift Ngoepe_PIT","Cristhian Adames_COL","Gleyber Torres_NYY","Sandy Leon_BOS","Deven Marrero_BOS","Roman Quinn_PHI","Jim Adduci_DET","Alex Presley_DET","Christian Walker_ARI","Daniel Robertson_CLE","Mike Freeman_LAD","Daniel Palka_MIN","Anthony Santander_BAL","Chris Coghlan_TOR","Ryan Goins_TOR","Dwight Smith_TOR","Eric Fryer_STL","Lewis Brinson_MIL","Max Moroff_PIT","David Fletcher_LAA","Kyle Tucker_HOU","Michael Saunders_PHI","Freddy Galvis_PHI","Cameron Rupp_PHI","DJ Peterson_SEA","Daniel Vogelbach_SEA","Guillermo Heredia_SEA","Kyle Lewis_SEA","Omar Narvaez_CWS","Ryan Cordell_MIL","Chris Stewart_PIT","John Bormann_PIT","Ronald Torreyes_NYY","Jorge Mateo_NYY","Nolan Fontana_LAA","Rene Rivera_NYM","Drew Robinson_TEX","Ty Kelly_PHI","Brett Eibner_LAD","Tyler Smith_SEA","Caleb Joseph_BAL","Michael Martinez_TB","Austin Romine_NYY","Juan Graterol_LAA","Carlos Perez_LAA","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","Shane Peterson_TB","Luke Maile_TOR","Taylor Featherston_TB","Willy Adames_TB","Chad Huffman_STL","Shane Robinson_LAA","Kyle Higashioka_NYY","Eloy Jimenez_CHC","Ronald Guzman_TEX","Jeff Mathis_ARI","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Zack Collins_CWS","Darwin Barney_TOR","Mike Ohlman_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Cliff Pennington_LAA","Miguel Andujar_NYY","Tyler Wade_NYY"
0,0,45,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,44,49,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,53,49,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,59,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,50,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
