"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"WR","Terrelle Pryor",6000,"WAS@LAR 04:25PM ET",12.6,"WAS","LAR",0,13.8,0,0,0,0,0,0
"WR","Demaryius Thomas",5900,"DAL@DEN 04:25PM ET",11.7,"DEN","DAL",0,14.9,0,0,0,0,0,0
"WR","Randall Cobb",5900,"GB@ATL 08:30PM ET",17.5,"GB","ATL",0,11.1,0,0,0,0,0,0
"QB","Philip Rivers",5800,"MIA@LAC 04:05PM ET",18.68,"LAC","MIA",0,18.5,0,0,0,0,0,0
"WR","Keenan Allen",5800,"MIA@LAC 04:05PM ET",14.5,"LAC","MIA",0,13.9,0,0,0,0,0,0
"RB","Ty Montgomery",5800,"GB@ATL 08:30PM ET",19.3,"GB","ATL",0,15,0,0,0,0,0,0
"QB","Matthew Stafford",5800,"DET@NYG 08:30PM ET",28.08,"DET","NYG",0,17.8,0,0,0,0,0,0
"QB","Dak Prescott",5600,"DAL@DEN 04:25PM ET",17.12,"DAL","DEN",0,15.4,0,0,0,0,0,0
"WR","Davante Adams",5600,"GB@ATL 08:30PM ET",7.7,"GB","ATL",0,12,0,0,0,0,0,0
"WR","Jarvis Landry",5500,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,13.9,0,0,0,0,0,0
"QB","Jay Cutler",5400,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,15.3,0,0,0,0,0,0
"WR","DeVante Parker",5400,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,12.1,0,0,0,0,0,0
"RB","Tevin Coleman",5300,"GB@ATL 08:30PM ET",9.8,"ATL","GB",0,10,0,0,0,0,0,0
"QB","Eli Manning",5300,"DET@NYG 08:30PM ET",7.7,"NYG","DET",0,18.7,0,0,0,0,0,0
"RB","Darren McFadden",5200,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"WR","Emmanuel Sanders",5200,"DAL@DEN 04:25PM ET",5.6,"DEN","DAL",0,13.2,0,0,0,0,0,0
"TE","Jordan Reed",5200,"WAS@LAR 04:25PM ET",8.6,"WAS","LAR",0,12.9,0,0,0,0,0,0
"WR","Sammy Watkins",5200,"WAS@LAR 04:25PM ET",10.8,"LAR","WAS",0,14.7,0,0,0,0,0,0
"QB","Jared Goff",5100,"WAS@LAR 04:25PM ET",19.44,"LAR","WAS",0,15.3,0,0,0,0,0,0
"RB","Bilal Powell",5000,"NYJ@OAK 04:05PM ET",8.9,"NYJ","OAK",0,11.1,0,0,0,0,0,0
"QB","Colt McCoy",5000,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"WR","Brandon Marshall",5000,"DET@NYG 08:30PM ET",2,"NYG","DET",0,10.4,0,0,0,0,0,1
"QB","Trevor Siemian",4900,"DAL@DEN 04:25PM ET",23.66,"DEN","DAL",0,15.8,0,0,0,0,0,0
"WR","Jamison Crowder",4900,"WAS@LAR 04:25PM ET",3.4,"WAS","LAR",0,10.7,0,0,0,0,0,1
"TE","Jimmy Graham",4900,"SF@SEA 04:25PM ET",3.8,"SEA","SF",0,8.8,0,0,0,0,0,0
"WR","Pierre Garcon",4900,"SF@SEA 04:25PM ET",14.1,"SF","SEA",0,13,0,0,0,0,0,1
"RB","Carlos Hyde",4900,"SF@SEA 04:25PM ET",13.7,"SF","SEA",0,12.7,0,0,0,0,0,0
"WR","Tyrell Williams",4700,"MIA@LAC 04:05PM ET",10.4,"LAC","MIA",0,9.8,0,0,0,0,0,1
"RB","CJ Anderson",4700,"DAL@DEN 04:25PM ET",9.8,"DEN","DAL",0,16.1,0,0,0,0,0,0
"WR","Sterling Shepard",4700,"DET@NYG 08:30PM ET",12,"NYG","DET",0,12.6,0,0,0,0,0,1
"RB","Thomas Rawls",4600,"SF@SEA 04:25PM ET",0,"SEA","SF",0,8.8,0,0,0,0,0,0
"QB","Matt Moore",4500,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,0,0,0,0,0,0,0
"QB","Cardale Jones",4500,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,0
"QB","Josh McCown",4500,"NYJ@OAK 04:05PM ET",11.48,"NYJ","OAK",0,13.7,0,0,0,0,0,0
"RB","Alfred Morris",4500,"DAL@DEN 04:25PM ET",0.1,"DAL","DEN",0,3.6,0,0,0,0,0,0
"QB","Cooper Rush",4500,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"QB","Brian Hoyer",4500,"SF@SEA 04:25PM ET",5.22,"SF","SEA",0,14,0,0,0,0,0,0
"WR","Mohamed Sanu",4500,"GB@ATL 08:30PM ET",10.7,"ATL","GB",0,12.1,0,0,0,0,0,1
"RB","Theo Riddick",4500,"DET@NYG 08:30PM ET",14.6,"DET","NYG",0,10.9,0,0,0,0,0,0
"QB","Geno Smith",4500,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"RB","Jamaal Williams",4400,"GB@ATL 08:30PM ET",0.9,"GB","ATL",0,5,0,0,0,0,0,0
"QB","Connor Cook",4300,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,0,0,0,0,0,0,0
"WR","Cole Beasley",4300,"DAL@DEN 04:25PM ET",6.2,"DAL","DEN",0,8.1,0,0,0,0,0,1
"QB","Austin Davis",4300,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"QB","Matt Schaub",4300,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"RB","Matt Forte",4200,"NYJ@OAK 04:05PM ET",6.6,"NYJ","OAK",0,9.3,0,0,0,0,0,0
"RB","Jamaal Charles",4200,"DAL@DEN 04:25PM ET",3,"DEN","DAL",0,10,0,0,0,0,0,0
"QB","Brock Osweiler",4200,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"QB","Sean Mannion",4200,"WAS@LAR 04:25PM ET",-0.22,"LAR","WAS",0,0,0,0,0,0,0,0
"RB","Eddie Lacy",4200,"SF@SEA 04:25PM ET",0.3,"SEA","SF",0,3.4,0,0,0,0,0,0
"WR","Paul Richardson",4200,"SF@SEA 04:25PM ET",9.9,"SEA","SF",0,12.1,0,0,0,0,0,1
"QB","CJ Beathard",4200,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"QB","Brett Hundley",4200,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"WR","Marvin Jones",4200,"DET@NYG 08:30PM ET",11.7,"DET","NYG",0,8.9,0,0,0,0,0,1
"QB","Jake Rudock",4200,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"QB","Christian Hackenberg",4100,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,0
"WR","Cooper Kupp",4100,"WAS@LAR 04:25PM ET",17.6,"LAR","WAS",0,6.7,0,0,0,0,0,1
"RB","Chris Carson",4100,"SF@SEA 04:25PM ET",5.9,"SEA","SF",0,3.7,0,0,0,0,0,0
"RB","Ameer Abdullah",4100,"DET@NYG 08:30PM ET",7.1,"DET","NYG",0,10,0,0,0,0,0,0
"QB","Kellen Clemens",4000,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,0
"RB","Branden Oliver",4000,"MIA@LAC 04:05PM ET",1,"LAC","MIA",0,4.3,0,0,0,0,0,0
"RB","Kenyan Drake",4000,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,4.2,0,0,0,0,0,0
"QB","EJ Manuel",4000,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,0,0,0,0,0,0,0
"QB","Bryce Petty",4000,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,0
"RB","DeAndre Washington",4000,"NYJ@OAK 04:05PM ET",4.2,"OAK","NYJ",0,5.1,0,0,0,0,0,0
"RB","Jalen Richard",4000,"NYJ@OAK 04:05PM ET",3.8,"OAK","NYJ",0,6.7,0,0,0,0,0,0
"QB","Kellen Moore",4000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"QB","Paxton Lynch",4000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"QB","Brandon Allen",4000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,0,0,0,0,0,0,0
"WR","Tyler Lockett",4000,"SF@SEA 04:25PM ET",1.8,"SEA","SF",0,11.1,0,0,0,0,0,1
"WR","Taylor Gabriel",4000,"GB@ATL 08:30PM ET",6.6,"ATL","GB",0,12,0,0,0,0,0,1
"RB","Shane Vereen",4000,"DET@NYG 08:30PM ET",14.1,"NYG","DET",0,8.4,0,0,0,0,0,0
"WR","Kenny Golladay",4000,"DET@NYG 08:30PM ET",22.9,"DET","NYG",0,6.7,0,0,0,0,0,1
"QB","Davis Webb",4000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"WR","Kenny Stills",3900,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,9.4,0,0,0,0,0,1
"WR","Jermaine Kearse",3900,"NYJ@OAK 04:05PM ET",12.9,"NYJ","OAK",0,9.1,0,0,0,0,0,1
"RB","Rob Kelley",3900,"WAS@LAR 04:25PM ET",3,"WAS","LAR",0,13.3,0,0,0,0,0,0
"RB","Malcolm Brown",3900,"WAS@LAR 04:25PM ET",7.6,"LAR","WAS",0,3.4,0,0,0,0,0,0
"RB","CJ Prosise",3900,"SF@SEA 04:25PM ET",1.1,"SEA","SF",0,5.9,0,0,0,0,0,0
"TE","Martellus Bennett",3900,"GB@ATL 08:30PM ET",7.3,"GB","ATL",0,12,0,0,0,0,0,0
"RB","Damien Williams",3800,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,1.9,0,0,0,0,0,0
"RB","Chris Thompson",3800,"WAS@LAR 04:25PM ET",15.6,"WAS","LAR",0,10,0,0,0,0,0,0
"RB","Samaje Perine",3800,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,3.5,0,0,0,0,0,0
"RB","Matt Breida",3800,"SF@SEA 04:25PM ET",1.1,"SF","SEA",0,5.1,0,0,0,0,0,0
"RB","Paul Perkins",3800,"DET@NYG 08:30PM ET",4.5,"NYG","DET",0,13.2,0,0,0,0,0,0
"RB","Dwayne Washington",3800,"DET@NYG 08:30PM ET",2.2,"DET","NYG",0,2.7,0,0,0,0,0,0
"WR","Mike Williams",3700,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,1
"RB","Aaron Jones",3700,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"TE","Hunter Henry",3600,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,10.2,0,0,0,0,0,0
"WR","Jeremy Kerley",3600,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,6.7,0,0,0,0,0,1
"WR","Terrance Williams",3600,"DAL@DEN 04:25PM ET",12.8,"DAL","DEN",0,7.5,0,0,0,0,0,1
"RB","De'Angelo Henderson",3600,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"WR","Travis Benjamin",3500,"MIA@LAC 04:05PM ET",13.3,"LAC","MIA",0,7.1,0,0,0,0,0,1
"RB","Elijah McGuire",3500,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,1.6,0,0,0,0,0,0
"RB","Devontae Booker",3500,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"WR","Ryan Grant",3500,"WAS@LAR 04:25PM ET",10.1,"WAS","LAR",0,2.8,0,0,0,0,0,1
"WR","Tavon Austin",3500,"WAS@LAR 04:25PM ET",1.8,"LAR","WAS",0,5.3,0,0,0,0,0,1
"WR","Josh Doctson",3500,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,8.1,0,0,0,0,0,1
"WR","Marquise Goodwin",3500,"SF@SEA 04:25PM ET",5.1,"SF","SEA",0,10.1,0,0,0,0,0,1
"TE","Austin Hooper",3500,"GB@ATL 08:30PM ET",23.8,"ATL","GB",0,7.5,0,0,0,0,0,0
"RB","Devante Mays",3500,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"WR","Dontrelle Inman",3400,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,2.3,0,0,0,0,0,1
"WR","Robby Anderson",3400,"NYJ@OAK 04:05PM ET",6.2,"NYJ","OAK",0,9,0,0,0,0,0,1
"WR","Seth Roberts",3400,"NYJ@OAK 04:05PM ET",8.9,"OAK","NYJ",0,5.8,0,0,0,0,0,1
"TE","Jason Witten",3400,"DAL@DEN 04:25PM ET",18.9,"DAL","DEN",0,8.3,0,0,0,0,0,0
"WR","Robert Woods",3400,"WAS@LAR 04:25PM ET",8.3,"LAR","WAS",0,9.4,0,0,0,0,0,1
"RB","Orleans Darkwa",3400,"DET@NYG 08:30PM ET",2.3,"NYG","DET",0,5.2,0,0,0,0,0,0
"TE","Jared Cook",3300,"NYJ@OAK 04:05PM ET",10.6,"OAK","NYJ",0,8.2,0,0,0,0,0,0
"RB","Rod Smith",3300,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,1.3,0,0,0,0,0,0
"WR","Jeff Janis",3300,"GB@ATL 08:30PM ET",0,"GB","ATL",0,1.3,0,0,0,0,0,1
"RB","Zach Zenner",3300,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"WR","Roger Lewis",3300,"DET@NYG 08:30PM ET",9.4,"NYG","DET",0,1.7,0,0,0,0,0,1
"WR","ArDarius Stewart",3200,"NYJ@OAK 04:05PM ET",3,"NYJ","OAK",0,5.4,0,0,0,0,0,1
"TE","Evan Engram",3200,"DET@NYG 08:30PM ET",8.4,"NYG","DET",0,9.9,0,0,0,0,0,0
"TE","Antonio Gates",3000,"MIA@LAC 04:05PM ET",3.7,"LAC","MIA",0,10.1,0,0,0,0,0,0
"RB","Senorise Perry",3000,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,0,0,0,0,0,0,0
"WR","Geremy Davis",3000,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,1
"WR","Jakeem Grant",3000,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,0,0,0,0,0,0,1
"RB","Derek Watt",3000,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,0
"WR","Leonte Carroo",3000,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,2,0,0,0,0,0,1
"RB","Austin Ekeler",3000,"MIA@LAC 04:05PM ET",3.8,"LAC","MIA",0,1.7,0,0,0,0,0,0
"RB","Jamize Olawale",3000,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,0,0,0,0,0,0,0
"WR","Charone Peake",3000,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,3.2,0,0,0,0,0,1
"WR","Cordarrelle Patterson",3000,"NYJ@OAK 04:05PM ET",1.7,"OAK","NYJ",0,2.8,0,0,0,0,0,1
"WR","Kalif Raymond",3000,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,1
"WR","Jalin Marshall",3000,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,1
"WR","Johnny Holton",3000,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,1.1,0,0,0,0,0,1
"WR","Chad Hansen",3000,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,2.7,0,0,0,0,0,1
"WR","Brice Butler",3000,"DAL@DEN 04:25PM ET",4,"DAL","DEN",0,2.9,0,0,0,0,0,1
"WR","Bennie Fowler",3000,"DAL@DEN 04:25PM ET",17.1,"DEN","DAL",0,8.1,0,0,0,0,0,1
"WR","Jordan Taylor",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,1
"RB","Keith Smith",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"WR","Cody Latimer",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,1.6,0,0,0,0,0,1
"RB","Andy Janovich",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,0
"WR","Ryan Switzer",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,1.4,0,0,0,0,0,1
"WR","Isaiah McKenzie",3000,"DAL@DEN 04:25PM ET",0,"DEN","DAL",0,0,0,0,0,0,0,1
"WR","Noah Brown",3000,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,1
"TE","Vernon Davis",3000,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,4.7,0,0,0,0,0,0
"WR","Brian Quick",3000,"WAS@LAR 04:25PM ET",2.1,"WAS","LAR",0,0,0,0,0,0,0,1
"RB","Mack Brown",3000,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"RB","Justin Davis",3000,"WAS@LAR 04:25PM ET",0.1,"LAR","WAS",0,0,0,0,0,0,0,0
"WR","Pharoh Cooper",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,1.2,0,0,0,0,0,1
"WR","Josh Reynolds",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,1.8,0,0,0,0,0,1
"WR","Michael Thomas",3000,"WAS@LAR 04:25PM ET",0,"LAR","WAS",0,16.3,0,0,0,0,0,1
"WR","Aldrick Robinson",3000,"SF@SEA 04:25PM ET",1.7,"SF","SEA",0,6.6,0,0,0,0,0,1
"RB","Kyle Juszczyk",3000,"SF@SEA 04:25PM ET",3.7,"SF","SEA",0,5.7,0,0,0,0,0,0
"RB","Tre Madden",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"WR","Tanner McEvoy",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,2.3,0,0,0,0,0,1
"RB","Raheem Mostert",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,1.9,0,0,0,0,0,0
"RB","JD McKissic",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"WR","Amara Darboh",3000,"SF@SEA 04:25PM ET",0,"SEA","SF",0,1.1,0,0,0,0,0,1
"WR","Trent Taylor",3000,"SF@SEA 04:25PM ET",1.8,"SF","SEA",0,2.2,0,0,0,0,0,1
"WR","Victor Bolden",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,1
"WR","Kendrick Bourne",3000,"SF@SEA 04:25PM ET",0,"SF","SEA",0,1.1,0,0,0,0,0,1
"WR","Andre Roberts",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,1
"RB","Derrick Coleman",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"WR","Nick Williams",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,1
"WR","Justin Hardy",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.7,0,0,0,0,0,1
"RB","Terron Ward",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.3,0,0,0,0,0,0
"RB","Aaron Ripkowski",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,2.1,0,0,0,0,0,0
"WR","Trevor Davis",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,1
"WR","Geronimo Allison",3000,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,1
"RB","Brian Hill",3000,"GB@ATL 08:30PM ET",0,"ATL","GB",0,0,0,0,0,0,0,0
"WR","Dwayne Harris",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,1
"WR","Tavarres King",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,1
"WR","Jared Abbrederis",3000,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,1
"WR","TJ Jones",3000,"DET@NYG 08:30PM ET",5.2,"DET","NYG",0,3.9,0,0,0,0,0,1
"TE","Eric Ebron",3000,"DET@NYG 08:30PM ET",2.9,"DET","NYG",0,8.3,0,0,0,0,0,0
"RB","Tion Green",3000,"DET@NYG 08:30PM ET",0,"DET","NYG",0,0,0,0,0,0,0,0
"RB","Shane Smith",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"RB","Wayne Gallman",3000,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
"TE","Julius Thomas",2800,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,7.7,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins",2700,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,0
"TE","Virgil Green",2700,"DAL@DEN 04:25PM ET",5.4,"DEN","DAL",0,4.6,0,0,0,0,0,0
"TE","Richard Rodgers",2700,"GB@ATL 08:30PM ET",0,"GB","ATL",0,0,0,0,0,0,0,0
"TE","Will Tye",2600,"NYJ@OAK 04:05PM ET",6.4,"NYJ","OAK",0,4,0,0,0,0,0,0
"TE","AJ Derby",2600,"DAL@DEN 04:25PM ET",6.4,"DEN","DAL",0,4.5,0,0,0,0,0,0
"TE","Tyler Higbee",2600,"WAS@LAR 04:25PM ET",3.7,"LAR","WAS",0,6.9,0,0,0,0,0,0
"TE","Anthony Fasano",2500,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,2,0,0,0,0,0,0
"TE","Sean McGrath",2500,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,0
"TE","MarQueis Gray",2500,"MIA@LAC 04:05PM ET",0,"MIA","LAC",0,0,0,0,0,0,0,0
"TE","Sean Culkin",2500,"MIA@LAC 04:05PM ET",0,"LAC","MIA",0,0,0,0,0,0,0,0
"TE","Lee Smith",2500,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,0,0,0,0,0,0,0
"TE","Clive Walford",2500,"NYJ@OAK 04:05PM ET",0,"OAK","NYJ",0,3.8,0,0,0,0,0,0
"TE","Eric Tomlinson",2500,"NYJ@OAK 04:05PM ET",4.5,"NYJ","OAK",0,0,0,0,0,0,0,0
"TE","Neal Sterling",2500,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,0,0,0,0,0,0,0
"TE","Jordan Leggett",2500,"NYJ@OAK 04:05PM ET",0,"NYJ","OAK",0,4.2,0,0,0,0,0,0
"TE","James Hanna",2500,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"TE","Jeff Heuerman",2500,"DAL@DEN 04:25PM ET",3,"DEN","DAL",0,0,0,0,0,0,0,0
"TE","Geoff Swaim",2500,"DAL@DEN 04:25PM ET",0,"DAL","DEN",0,0,0,0,0,0,0,0
"TE","Niles Paul",2500,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"TE","Derek Carrier",2500,"WAS@LAR 04:25PM ET",2.2,"LAR","WAS",0,0,0,0,0,0,0,0
"TE","Jeremy Sprinkle",2500,"WAS@LAR 04:25PM ET",0,"WAS","LAR",0,0,0,0,0,0,0,0
"TE","Gerald Everett",2500,"WAS@LAR 04:25PM ET",4.9,"LAR","WAS",0,4.1,0,0,0,0,0,0
"TE","Logan Paulsen",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Kyle Nelson",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Garrett Celek",2500,"SF@SEA 04:25PM ET",0,"SF","SEA",0,0,0,0,0,0,0,0
"TE","Luke Willson",2500,"SF@SEA 04:25PM ET",0,"SEA","SF",0,1.3,0,0,0,0,0,0
"TE","Tyler Ott",2500,"SF@SEA 04:25PM ET",0,"SEA","SF",0,0,0,0,0,0,0,0
"TE","Nick Vannett",2500,"SF@SEA 04:25PM ET",2,"SEA","SF",0,0,0,0,0,0,0,0
"TE","George Kittle",2500,"SF@SEA 04:25PM ET",7.7,"SF","SEA",0,6.8,0,0,0,0,0,0
"TE","Lance Kendricks",2500,"GB@ATL 08:30PM ET",3.8,"GB","ATL",0,3.8,0,0,0,0,0,0
"TE","Levine Toilolo",2500,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.6,0,0,0,0,0,0
"TE","Eric Saubert",2500,"GB@ATL 08:30PM ET",0,"ATL","GB",0,1.1,0,0,0,0,0,0
"TE","Darren Fells",2500,"DET@NYG 08:30PM ET",0,"DET","NYG",0,3.8,0,0,0,0,0,0
"TE","Rhett Ellison",2500,"DET@NYG 08:30PM ET",1.9,"NYG","DET",0,1.5,0,0,0,0,0,0
"TE","Matt LaCosse",2500,"DET@NYG 08:30PM ET",0,"NYG","DET",0,0,0,0,0,0,0,0
