"Kris Bryant_CHC","Anthony Rizzo_CHC","Francisco Lindor_CLE","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Ben Zobrist_CHC","Michael Brantley_CLE","Carlos Santana_CLE","Khris Davis_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Jason Kipnis_CLE","Ian Happ_CHC","Kyle Schwarber_CHC","Hunter Renfroe_SD","Javier Baez_CHC","Wil Myers_SD","Marcus Semien_OAK","Ryon Healy_OAK","Willson Contreras_CHC","Matt Joyce_OAK","Bradley Zimmer_CLE","Rajai Davis_OAK","Stephen Vogt_OAK","Jason Heyward_CHC","Ryan Schimpf_SD","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Mark Canha_OAK","Addison Russell_CHC","Brandon Guyer_CLE","Trevor Plouffe_OAK","Austin Jackson_CLE","Josh Phegley_OAK","Miguel Montero_CHC","Manuel Margot_SD","Jake Smolinski_OAK","Yan Gomes_CLE","Ryan LaMarre_OAK","Chad Pinder_OAK","Jon Jay_CHC","Alex Dickerson_SD","Jeimer Candelario_CHC","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Bruce Maxwell_OAK","Albert Almora_CHC","Yangervis Solarte_SD","Tommy La Stella_CHC","Yandy Diaz_CLE","Matt Szczur_SD","Travis Jankowski_SD","Chase d'Arnaud_SD","Cory Spangenberg_SD","Christian Bethancourt_SD","Roberto Perez_CLE","Allen Cordoba_SD","Adam Rosales_OAK","Jaff Decker_OAK","Daniel Robertson_CLE","Matt Olson_OAK","Jabari Blash_SD","Franchy Cordero_SD","Eloy Jimenez_CHC","Erick Aybar_SD","Hector Sanchez_SD","Austin Hedges_SD","Luis Torrens_SD"
0,0,0,0,0,0,0,0,1.26512096774194,0.42741935483871,68.2959001782531,0,0,0,0,0,0,0,3.10752688172043,0,8.51034482758621,0,16.3157894736842,-4.76923076923077,0,0,0,0,0,0,0,1.97413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16666666666667,0,0,0,0,0,0,0,0,0,0
0,0,20.737684729064,-3.95172413793103,7.85960591133005,0,8.88,17.8344827586207,0,0,0,87.6137931034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28138528138528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.7174603174603,7.26173541963016,0,0,0,-1.14162561576355,0,0,0,0,0,0,0,36.8353576248313,0,22.0446153846154,0,0,0,0.0769230769230769,0,0,0,0,9.26206896551724,0,0,0,0,8.75403225806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.9657724329325,0,-0.676811594202899,0,0,0,0,0,0,0,0,-7.99399399399399,0,0,0,0,0,0,0,0,0,-3.51794871794872,0,0,0,0,0,0,0,0,0,0,0,0,0.892753623188406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.970128022759602,0,5.55465587044534,0
10.9516129032258,-1.43276515151515,0,0,0,0.511904761904762,0,0,0,0,0,0,0,22.0446153846154,0,93.8181818181818,0,0,0,-22.1483333333333,0,0,0,0,-14.1255411255411,0,0,0,0,-12.6994301994302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.676811594202899,0,58.3364361702128,0,0,0,0,0,0,0,0,-8.90540540540541,0,0,0,0,0,0,0,0,0,11.6640243902439,0,0,0,0,0,0,0,0,0,0,0,0,5.77058279370953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214574898785425,0,10.6641025641026,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3.01025641025641,9.78846153846154,3.10752688172043,0,0,0,0,0,0,0,55.2642276422764,0,-0.57741935483871,0,14.46,10.7051282051282,0,0,0,0,0,0,0,-2.88363363363363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.35890151515152,0,0,0,0,0,0,0,0,0,0
12.9747126436782,24.9979838709677,0,0,0,1.21936758893281,0,0,0,0,0,0,0,0.0769230769230769,0,-22.1483333333333,0,0,0,70.9959677419355,0,0,0,0,30.4446640316206,0,0,0,0,8.01851851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2.98387096774194,-1.98674242424242,8.51034482758621,0,0,0,0,0,0,0,-0.57741935483871,0,44.4812834224599,0,-12.9183006535948,12.0542328042328,0,0,0,0,0,0,0,3.52413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.15384615384615,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.0854700854700855,22.1615384615385,16.3157894736842,0,0,0,0,0,0,0,14.46,0,-12.9183006535948,0,27.952380952381,-4.6625,0,0,0,0,0,0,0,9.23230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05263157894737,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.57010582010582,-2.36091954022989,-4.76923076923077,0,0,0,0,0,0,0,10.7051282051282,0,12.0542328042328,0,-4.6625,30.1333333333333,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.828571428571429,0,0,0,0,0,0,0,0,0,0
9.88859180035651,24.7433155080214,0,0,0,15.88,0,0,0,0,0,0,0,9.26206896551724,0,-14.1255411255411,0,0,0,30.4446640316206,0,0,0,0,36.5891265597148,0,0,0,0,9.31182795698925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.99399399399399,0,-8.90540540540541,0,0,0,0,0,0,0,0,54.8677462887989,0,0,0,0,0,0,0,0,0,1.80208333333333,0,0,0,0,0,0,0,0,0,0,0,0,3.16429587482219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.18894830659536,0,-4.94758064516129,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.0587044534413,7.29615384615385,0,0,0,13.7645502645503,0,0,0,0,0,0,0,8.75403225806452,0,-12.6994301994302,0,0,0,8.01851851851852,0,0,0,0,9.31182795698925,0,0,0,0,47.2589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.7325746799431,10.1692745376956,1.97413793103448,0,0,0,0,0,0,0,-2.88363363363363,0,3.52413793103448,0,9.23230769230769,3.84,0,0,0,0,0,0,0,35.2282051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36088709677419,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.51794871794872,0,11.6640243902439,0,0,0,0,0,0,0,0,1.80208333333333,0,0,0,0,0,0,0,0,0,34.9378048780488,0,0,0,0,0,0,0,0,0,0,0,0,4.05833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03095238095238,0,-2.10516934046346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.60714285714286,24.9076354679803,-4.26923076923077,0,0.646666666666667,-6.23399014778325,0,0,0,3.28138528138528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.6724137931034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.892753623188406,0,5.77058279370953,0,0,0,0,0,0,0,0,3.16429587482219,0,0,0,0,0,0,0,0,0,4.05833333333333,0,0,0,0,0,0,0,0,0,0,0,0,27.9290780141844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28879892037787,0,2.96153846153846,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-8.01960784313725,-2.94474153297683,5.16666666666667,0,0,0,0,0,0,0,6.35890151515152,0,6.15384615384615,0,5.05263157894737,-0.828571428571429,0,0,0,0,0,0,0,6.36088709677419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5587301587302,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.970128022759602,0,0.214574898785425,0,0,0,0,0,0,0,0,-6.18894830659536,0,0,0,0,0,0,0,0,0,3.03095238095238,0,0,0,0,0,0,0,0,0,0,0,0,4.28879892037787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2814102564103,0,-0.482954545454545,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55465587044534,0,10.6641025641026,0,0,0,0,0,0,0,0,-4.94758064516129,0,0,0,0,0,0,0,0,0,-2.10516934046346,0,0,0,0,0,0,0,0,0,0,0,0,2.96153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.482954545454545,0,63.1439024390244,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
