"Freddie Freeman_ATL","Josh Donaldson_TOR","Francisco Lindor_CLE","Michael Brantley_CLE","Edwin Encarnacion_CLE","Jose Bautista_TOR","Carlos Santana_CLE","Kendrys Morales_TOR","Evan Longoria_TB","Kevin Pillar_TOR","Matt Kemp_ATL","Corey Dickerson_TB","Logan Morrison_TB","Justin Smoak_TOR","Jason Kipnis_CLE","Jose Ramirez_CLE","Colby Rasmus_TB","Ender Inciarte_ATL","Steven Souza_TB","Brad Miller_TB","Steve Pearce_TOR","Wilson Ramos_TB","Troy Tulowitzki_TOR","Kevin Kiermaier_TB","Ezequiel Carrera_TOR","Tim Beckham_TB","Matt Duffy_TB","Russell Martin_TOR","Brandon Phillips_ATL","Lonnie Chisenhall_CLE","Darwin Barney_TOR","Tyler Flowers_ATL","Nick Markakis_ATL","Mallex Smith_TB","Brandon Guyer_CLE","Bradley Zimmer_CLE","Jake Bauers_TB","Adonis Garcia_ATL","Devon Travis_TOR","Ryan Goins_TOR","Abraham Almonte_CLE","Luke Maile_TOR","Rickie Weeks_TB","Peter Bourjos_TB","Austin Jackson_CLE","Yan Gomes_CLE","Derek Norris_TB","Giovanny Urshela_CLE","Jace Peterson_ATL","Dalton Pompey_TOR","Rowdy Tellez_TOR","Curt Casali_TB","Dansby Swanson_ATL","Tyler Naquin_CLE","Jesus Sucre_TB","Daniel Robertson_TB","Yandy Diaz_CLE","Jarrod Saltalamacchia_TOR","Danny Santana_ATL","Chris Coghlan_TOR","Daniel Robertson_CLE","Roberto Perez_CLE","Micah Johnson_ATL","Rio Ruiz_ATL","Erik Gonzalez_CLE","Shane Peterson_TB","Michael Martinez_CLE","Mike Ohlman_TOR","Kurt Suzuki_ATL","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Anthony Recker_ATL"
6.87956989247312,0,0,0,0,0,0,0,0,0,4.33571428571429,0,0,0,0,0,0,0.289247311827957,0,0,0,0,0,0,0,0,0,0,-3.66666666666667,0,0,-10.0490196078431,2.39784946236559,0,0,0,0,36.2559139784946,0,0,0,0,0,0,0,0,0,0,5.14285714285714,0,0,0,8.72988505747126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.22727272727273,-9,0,0,0
0,3.47619047619048,0,0,0,9.14102564102564,0,2.2463768115942,0,10.005698005698,0,0,0,17.9166666666667,0,0,0,0,0,0,13.9970760233918,0,3.75454545454545,0,12.1136363636364,0,0,-3.76470588235294,0,0,-3.49450549450549,0,0,0,0,0,0,0,34.3960113960114,12.2647058823529,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,-2.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15.9746376811594,0,-3.52813852813853,0,8.53166666666667,0,0,0,-12.9350649350649,0,0,0,0,0,0,-11.9095238095238,0,5.33333333333333,0,24.6095238095238,0,0,-4.81818181818182,0,0,-2.36263736263736,0,0,0,0,0,0,0,12.2647058823529,41.0066666666667,0,9.69047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83333333333333,0,12.3653846153846,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24.6471861471861,17.7190476190476,5.69264069264069,0,7.12987012987013,0,0,0,0,0,0,0,15.9714285714286,13.982683982684,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90952380952381,0,0,0,0,-3.33333333333333,0,0,0,0,0,30.2186147186147,0,0,0,-4.25,4.97802197802198,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,37.375,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,7.40476190476191,0,13.6666666666667,0,8.14285714285714,0,0,0,-12.3333333333333,0,0,0,0,0,0,-4.8,0,0,0,-7.9,0,0,0,0,0,-8.25,0,0,0,0,0,0,0,1.33333333333333,9.69047619047619,0,6.90476190476191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19.3713235294118,0,0,27.8484848484848,30,0,0,0,90.5,0,7.70512820512821,-1.59090909090909,0,0,0,5.3625,0,4.42279411764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.1830065359477,18.2636363636364,0,0,15.7575757575758,0,0,0,0,0,0,0,4.13333333333333,12.0454545454545,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6.67777777777778,0,0,-1.4,-6.66666666666667,0,0,0,0,0,1.75555555555556,-4.2,0,0,0,6.54444444444444,0,4.68181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2636363636364,25.6181818181818,0,0,1.25,0,0,0,0,0,0,0,-7.5,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-27.8909090909091,10.9333333333333,-0.254545454545455,0,6.82727272727273,0,0,0,0,0,0,0,0,-5.78888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17272727272727,0,0,0,0,0,-4.25,0,0,0,19.8545454545455,6.33333333333333,0,0,0,0,0,0,0,0,0,0,-3.86666666666667,0,0,0,0,-2.3,0,0,0,0,-4.5,0,0,0,0,0,0
0,0,2.82142857142857,4.75735294117647,4.67142857142857,0,-10.3714285714286,0,0,0,0,0,0,0,-0.538461538461538,-5.91315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845454545454545,0,0,0,0,0.6,0,0,0,0,0,4.97802197802198,0,0,0,6.33333333333333,33.7285714285714,0,0,0,0,0,0,0,0,0,0,-2.09722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8.73538461538462,0,0,8.60474308300395,8.59486166007905,0,0,0,-8.7,0,-1.44071146245059,2.97233201581028,0,0,0,4.17094017094017,0,8.62250712250712,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,15.7575757575758,1.25,0,0,29.026455026455,0,0,0,0,0,0,0,0,20.1545454545455,0,0,0,0,0,0,0,0,0,-7.57142857142857,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.59191176470588,0,0,0,0,0,0,0,0,0,-16.5555555555556,0,0,0,0,0,0,-7.6875,0,0,0,0,0,0,0,0,0,0,1.21212121212121,0,0,-8.42857142857143,2.39705882352941,0,0,0,0,5.14285714285714,0,0,0,0,0,0,0,0,0,0,16.2647058823529,0,0,0,8.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66071428571429,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.1542338709677,0,0,0,0,0,0,0,0,0,26.7922077922078,0,0,0,0,0,0,-0.982862903225806,0,0,0,0,0,0,0,0,0,0,-2.64615384615385,0,0,11.4005847953216,6.70866935483871,0,0,0,0,8.72988505747126,0,0,0,0,0,0,0,0,0,0,8.06666666666667,0,0,0,22.6038306451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.590909090909091,-3,0,0,0
0,0,24,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.8,0,0,24.1388888888889,-17.2857142857143,0,0,0,18,0,51.75,-3.80555555555556,0,0,0,24.3055555555556,0,9.61904761904762,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,4.13333333333333,-7.5,0,0,0,0,0,0,0,0,0,0,51.1555555555556,5.23333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,7.18571428571429,0,0,-2.56060606060606,-2.79166666666667,0,0,0,-3.5,0,3,-0.572727272727273,0,0,0,0.366666666666667,0,-5.71153846153846,0,0,0,0,0,0,0,-12,0,0,0,0,0,0,0,0,12.0454545454545,10.8,0,0,20.1545454545455,0,0,0,0,0,0,0,5.23333333333333,26.4411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,17.1047619047619,3.51388888888889,-2.0952380952381,0,1.01904761904762,0,0,0,0,0,0,0,-10.6666666666667,18.9038461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,0,0,0,0,-8.5,0,0,0,0,0,3.25,0,0,0,-3.86666666666667,-2.09722222222222,0,0,0,0,0,0,0,6,0,0,10.9809523809524,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.16666666666667,0,4.2,0,-5.8,0,0,0,-2.5,0,0,0,0,0,0,0,0,60,0,-2.33333333333333,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,2.5,-2.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
