"Aaron Judge_NYY","Bryce Harper_WAS","Daniel Murphy_WAS","Trea Turner_WAS","Jose Ramirez_CLE","Edwin Encarnacion_CLE","Xander Bogaerts_BOS","Brian Dozier_MIN","Mookie Betts_BOS","Gary Sanchez_NYY","Logan Morrison_TB","Miguel Sano_MIN","Anthony Rizzo_CHC","Justin Smoak_TOR","Corey Dickerson_TB","Kris Bryant_CHC","Ryan Braun_MIL","Anthony Rendon_WAS","Francisco Lindor_CLE","Brett Gardner_NYY","Manny Machado_BAL","Joey Votto_CIN","Ryan Zimmerman_WAS","Adam Duvall_CIN","Mike Trout_LAA","Steven Souza_TB","Dee Gordon_MIA","Ian Happ_CHC","Freddie Freeman_ATL","Ender Inciarte_ATL","Jose Abreu_CWS","Avisail Garcia_CWS","Andrew Benintendi_BOS","Matt Holliday_NYY","Carlos Gomez_TEX","Scott Schebler_CIN","Michael Brantley_CLE","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Justin Bour_MIA","Addison Russell_CHC","Matt Adams_ATL","Jonathan Villar_MIL","Domingo Santana_MIL","Carlos Santana_CLE","Lonnie Chisenhall_CLE","Khris Davis_OAK","Todd Frazier_CWS","Cameron Maybin_LAA","Aaron Hicks_NYY","Didi Gregorius_NYY","Giancarlo Stanton_MIA","Brandon Phillips_ATL","Matt Kemp_ATL","Eric Thames_MIL","Scooter Gennett_CIN","Adam Eaton_WAS","Bradley Zimmer_CLE","Jose Bautista_TOR","Kendrys Morales_TOR","Josh Donaldson_TOR","Matt Joyce_OAK","Eric Young_LAA","Adrian Beltre_TEX","Evan Longoria_TB","Jonathan Schoop_BAL","Willson Contreras_CHC","Nick Markakis_ATL","Eric Sogard_MIL","Travis Shaw_MIL","Jason Kipnis_CLE","Eddie Rosario_MIN","Russell Martin_TOR","Mike Moustakas_KC","Matt Davidson_CWS","Luis Valbuena_LAA","Yunel Escobar_LAA","Kole Calhoun_LAA","Delino DeShields_TEX","Nomar Mazara_TEX","Ben Zobrist_CHC","Marcell Ozuna_MIA","Keon Broxton_MIL","Hernan Perez_MIL","Lewis Brinson_MIL","Billy Hamilton_CIN","Michael Taylor_WAS","Eduardo Escobar_MIN","Albert Pujols_LAA","Jefry Marte_LAA","Jackie Bradley_BOS","Andrelton Simmons_LAA","Mike Napoli_TEX","Chris Davis_BAL","Tyler Flowers_ATL","Ryan Cordell_MIL","Joe Mauer_MIN","Lorenzo Cain_KC","Whit Merrifield_KC","Yonder Alonso_OAK","Hanley Ramirez_BOS","CJ Cron_LAA","Jacoby Ellsbury_NYY","Starlin Castro_NYY","Joey Gallo_TEX","Adam Jones_BAL","Brad Miller_TB","JT Realmuto_MIA","Brian Goodwin_WAS","Max Kepler_MIN","Steve Pearce_TOR","Salvador Perez_KC","Eric Hosmer_KC","Jorge Bonifacio_KC","Devon Travis_TOR","Mark Trumbo_BAL","Jayson Werth_WAS","Ryan Raburn_WAS","Adam Lind_WAS","Eugenio Suarez_CIN","Austin Jackson_CLE","Jed Lowrie_OAK","Marcus Semien_OAK","Yoan Moncada_CWS","Chris Young_BOS","Robinson Chirinos_TEX","Chris Carter_NYY","Seth Smith_BAL","Mallex Smith_TB","Jason Heyward_CHC","Tyler Moore_MIA","Javier Baez_CHC","Kyle Schwarber_CHC","Robbie Grossman_MIN","Kennys Vargas_MIN","Kevin Pillar_TOR","Chad Pinder_OAK","Tim Anderson_CWS","Dustin Pedroia_BOS","Brock Holt_BOS","Greg Bird_NYY","Trevor Plouffe_TB","Wilson Ramos_TB","Kevin Kiermaier_TB","Orlando Arcia_MIL","Adonis Garcia_ATL","Dansby Swanson_ATL","Tyler Naquin_CLE","Jorge Soler_KC","Melky Cabrera_CWS","Stephen Vogt_OAK","Tyler Saladino_CWS","Martin Maldonado_LAA","Mitch Moreland_BOS","Sandy Leon_BOS","Ronald Guzman_TEX","Colby Rasmus_TB","Trey Mancini_BAL","Christian Yelich_MIA","Kurt Suzuki_ATL","Jorge Polanco_MIN","Yolmer Sanchez_CWS","Alen Hanson_CWS","Ryon Healy_OAK","Jhonny Peralta_BOS","Jonathan Lucroy_TEX","Rougned Odor_TEX","Rob Refsnyder_NYY","Tim Beckham_TB","Matt Duffy_TB","Miguel Montero_CHC","Martin Prado_MIA","Manny Pina_MIL","Devin Mesoraco_CIN","Phillip Ervin_CIN","Abraham Almonte_CLE","Erik Gonzalez_CLE","Byron Buxton_MIN","Francisco Mejia_CLE","Bobby Bradley_CLE","Troy Tulowitzki_TOR","Alex Gordon_KC","Rajai Davis_OAK","Mark Canha_OAK","Danny Espinosa_LAA","Chase Headley_NYY","Tyler Austin_NYY","Jurickson Profar_TEX","Mark Zagunis_CHC","Nick Franklin_MIL","Jesus Aguilar_MIL","Brandon Guyer_CLE","Yan Gomes_CLE","Greg Allen_CLE","Joey Wendle_OAK","Ben Revere_LAA","Steve Selsky_BOS","Marco Hernandez_BOS","Welington Castillo_BAL","Jon Jay_CHC","Zack Cozart_CIN","Jose Peraza_CIN","Chris Gimenez_MIN","Paulo Orlando_KC","Billy Burns_KC","Ryan Goins_TOR","Harold Ramirez_TOR","Richard Urena_TOR","Charlie Tilson_CWS","Kevan Smith_CWS","Adam Engel_CWS","Pablo Sandoval_BOS","David Fletcher_LAA","Mason Williams_NYY","Peter Bourjos_TB","Jesus Sucre_TB","Daniel Robertson_TB","Jake Bauers_TB","Albert Almora_CHC","Danny Santana_ATL","Michael Reed_MIL","Brett Phillips_MIL","Stephen Drew_WAS","Arismendy Alcantara_CIN","Jason Castro_MIN","Daniel Palka_MIN","Dalton Pompey_TOR","Cheslor Cuthbert_KC","Rowdy Tellez_TOR","Cliff Pennington_LAA","Christian Vazquez_BOS","Sam Travis_BOS","Nolan Fontana_LAA","Pete Kozma_TEX","Ronald Torreyes_NYY","Brett Nicholas_TEX","Jared Hoying_TEX","Gleyber Torres_NYY","Derek Dietrich_MIA","Jeimer Candelario_CHC","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Micah Johnson_ATL","Matt Wieters_WAS","Giovanny Urshela_CLE","Brandon Moss_KC","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Jake Smolinski_OAK","Ryan LaMarre_OAK","Matt Chapman_OAK","Shane Robinson_LAA","Ryan Rua_TEX","Andy Ibanez_TEX","Craig Gentry_BAL","Derek Norris_TB","Joey Rickard_BAL","Ichiro Suzuki_MIA","Destin Hood_MIA","Johan Camargo_ATL","Rio Ruiz_ATL","Travis Demeritte_ATL","Jesse Winker_CIN","Ehire Adrianza_MIN","Yandy Diaz_CLE","Darrell Ceciliani_TOR","Terrance Gore_KC","Ryan O'Hearn_KC","Leury Garcia_CWS","Jacob May_CWS","Jaycob Brugman_OAK","Bruce Maxwell_OAK","Juan Graterol_LAA","Deven Marrero_BOS","Carlos Perez_LAA","Austin Romine_NYY","JJ Hardy_BAL","Rickie Weeks_TB","Tomas Telis_MIA","Tommy La Stella_CHC","Jett Bandy_MIL","Jacob Nottingham_MIL","Ronald Acuna_ATL","Roberto Perez_CLE","Chris Coghlan_TOR","Anthony Alford_TOR","Josh Phegley_OAK","Cody Asche_CWS","Willy Garcia_CWS","Hanser Alberto_TEX","Curt Casali_TB","Christian Colon_MIA","Steve Lombardozzi_MIA","Adeiny Hechavarria_MIA","Jace Peterson_ATL","Corey Ray_MIL","Chris Heisey_WAS","Wilmer Difo_WAS","Dwight Smith_TOR","Geovany Soto_CWS","Adam Rosales_OAK","Josh Rutledge_BOS","Drew Stubbs_TEX","Kyle Higashioka_NYY","Jorge Mateo_NYY","Miguel Andujar_NYY","Tyler Wade_NYY","AJ Ellis_MIA","Tucker Barnhart_CIN","Pedro Severino_WAS","Alcides Escobar_KC","Darwin Barney_TOR","Raul Mondesi_KC","Hyun Soo Kim_BAL","David Washington_BAL","Mike Aviles_MIA","JT Riddle_MIA","Rafael Bautista_WAS","Patrick Kivlehan_CIN","Daniel Robertson_CLE","Omar Narvaez_CWS","Paul Janish_BAL","Michael Martinez_TB","Francisco Pena_BAL","Ruben Tejada_BAL","Ryan Flaherty_BAL","Shane Peterson_TB","Luis Sardinas_BAL","Anthony Recker_ATL","Jose Lobaton_WAS","Jaff Decker_OAK","Renato Nunez_OAK","Franklin Barreto_OAK","Drew Robinson_TEX","Miguel Rojas_MIA","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Drew Butera_KC","Luke Maile_TOR","Matt Olson_OAK","Anthony Santander_BAL","Lane Adams_ATL","Mike Ohlman_TOR","Ramon Torres_KC","Ian Parmley_TOR","Hunter Dozier_KC","Grant Green_CWS","Zack Collins_CWS","Caleb Joseph_BAL","Taylor Featherston_TB","Willy Adames_TB","Stuart Turner_CIN","Nick Senzel_CIN"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.83766233766234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.02322880371661,47.5581920903955,0,0,0,0,0,0,0,0,0,0,0.940602836879433,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6969696969697,0.240691489361702,0,0,0,0,0,0,0,0,0,0,0,0,-4.02938775510204,-3.5280487804878,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.803921568627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.6,1.65789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,24.5215846994536,4.30803807509254,0,0,0,0,0,0,0,0,0,0,0,0,-0.742063492063492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98011100832562,0,0,0,0,0,0,0,44.7197115384615,26.1319073083779,0,0,0,0,0,0,0,0,0,0,0,4.94152046783626,0,0,0,0,0,0,0,0,0,0,0,0,17.6835106382979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.6034482758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.12987012987013,3.83333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54285714285714,-2.10104529616725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654150197628458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96590909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,16.7883064516129,-9.38920454545454,0,0,0,0,0,0,0,0,0,0,0,0,6.66488413547237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.18840579710145,0,0,0,0,0,0,0,26.1319073083779,57.5472370766488,0,0,0,0,0,0,0,0,0,0,0,7.51282051282051,0,0,0,0,0,0,0,0,0,0,0,0,32.4616402116402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20750988142292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3100961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9443027210884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.01885369532428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03220338983051,-2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49831932773109,0,0,0,0,0,0,0,0,0,0,0,0,0,3.37854251012146,0,0,0,0,0,0,0,0,0,0,0,0,-2.15230037017451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11133603238866,-1.14619883040936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.621212121212121,0.589285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.57065217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.37896405919662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.5,0,0,0,0,0,0,0,0,-101.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35972850678733,27.9918367346939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.4673439767779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8978978978979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0897317298797,0,0,0,0,0,0,0,0,0,0,0,3.01061224489796,0,4.40058479532164,0,0,0,0,0,0,0,0,0,1.42022792022792,-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49473684210526,40.0952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.351260504201681,6.56666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77777777777778,-3.56593406593407,0,0,0,0,0,0,0,0,0,0,14.7083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43115942028986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.4094276094276,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,22.2008547008547,8.29284750337382,12.7282352941176,0,0,0,0,0,0,0,0,0,0,7.56648936170213,4.15714285714286,0,14.4360269360269,0,0,0,0,0,0,0,0,0,5.45098039215686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.49130434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1184668989547,0,0,0,0,0,0,0,0,0,0,2.66190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.280303030303,0,0,-13.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.61666666666667,0,0,0,0,0,0,0,0,20.5322580645161,0,0,0,0,0,0,0,0,0,14.668016194332,0,0,0,0,0,0,0,0,0,0,0,0,0,7.90420819490587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1542553191489,-1.03903903903904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428571428571429,10.6766882516189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.70944741532977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08475609756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0686274509804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3602941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.02995169082126,0,0,0,0,0,0,0,0,2.63193277310924,0,0,0,0,0,0,0,0,0,7.28848283499446,0,0,0,0,0,0,0,0,0,0,0,0,0,13.063122923588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.03903903903904,49.4486586493987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.8142857142857,10.2797101449275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0133689839572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.88813813813814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7761904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34726775956284,0,0,0,0,0,0,0,0,0,0,0,0,13.0537254901961,0,0,0,0,0,0,0,0,0,0,0,81.1586538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92668269230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3109713487072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6634615384615,0,0,0,0,0,0,0,0,0,0,0,0,13.6066176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36463414634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.05555555555556,0,18.2416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54545454545455,0,0,0,0,0,0,0,0,22.966966966967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.3846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0135467980296,1.94313369630974,0,0,0,0,0,0,0,0,0,0,0,30.5416666666667,0,0,0,0,0,0,0,0,0,0,50.5311554748941,-8.91860465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56140350877193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0590327169275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.767195767195767,4.94006734006734,0,0,0,0,0,0,0,0,0,0,0,0,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.7090909090909,11.467032967033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.494736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4366666666667,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0.870769230769231,0,0,0,0,0,0,0,0,0,0,-8.91860465116279,72.6909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68585858585859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.327731092437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17166666666667,13.3592162554427,0,0,0,0,0,0,0,0,0,0,0,0,2.06916996047431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.8888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.7361111111111,-3.27777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.68947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34030197444832,0.940602836879433,0,0,0,0,0,0,0,0,0,0,89.2372881355932,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1473684210526,17.7942857142857,0,0,0,0,0,0,0,0,0,0,0,0,3.895467160037,25.1435897435897,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34651669085631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5049261083744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25.6666666666667,1.79090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.86989247311828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
