"AJ Pollock_ARI","Anthony Rizzo_CHC","Edwin Encarnacion_CLE","Paul Goldschmidt_ARI","JD Martinez_ARI","Francisco Lindor_CLE","Jose Ramirez_CLE","Kris Bryant_CHC","Jake Lamb_ARI","Michael Brantley_CLE","Bradley Zimmer_CLE","Carlos Santana_CLE","Gregor Blanco_ARI","Willson Contreras_CHC","Elvis Andrus_TEX","Jason Kipnis_CLE","Ian Happ_CHC","Adrian Beltre_TEX","Jonathan Schoop_BAL","David Peralta_ARI","Ben Zobrist_CHC","Adam Jones_BAL","Manny Machado_BAL","Shin-Soo Choo_TEX","Tommy Pham_STL","Randal Grichuk_STL","Ryan Braun_MIL","Javier Baez_CHC","Mike Napoli_TEX","Paul DeJong_STL","Manny Pina_MIL","Travis Shaw_MIL","Carlos Gomez_TEX","Delino DeShields_TEX","Nomar Mazara_TEX","Dexter Fowler_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Domingo Santana_MIL","Mark Trumbo_BAL","Chris Davis_BAL","Rougned Odor_TEX","Jose Abreu_CWS","Jason Heyward_CHC","Eric Thames_MIL","Addison Russell_CHC","Kyle Schwarber_CHC","Joey Gallo_TEX","Melky Cabrera_CWS","Matt Carpenter_STL","Keon Broxton_MIL","Albert Almora_CHC","Robinson Chirinos_TEX","Seth Smith_BAL","Trey Mancini_BAL","Francisco Mejia_CLE","Yadier Molina_STL","Jedd Gyorko_STL","Hernan Perez_MIL","Jonathan Villar_MIL","Jurickson Profar_TEX","Austin Jackson_CLE","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Bobby Bradley_CLE","Yoan Moncada_CWS","Daniel Descalso_ARI","Kolten Wong_STL","Yasmany Tomas_ARI","Jon Jay_CHC","Matt Davidson_CWS","Yan Gomes_CLE","Greg Allen_CLE","Chris Owings_ARI","Jeimer Candelario_CHC","Victor Caratini_CHC","Mark Zagunis_CHC","Welington Castillo_BAL","Caleb Joseph_BAL","Erik Gonzalez_CLE","Alen Hanson_CWS","Brandon Drury_ARI","Jesus Aguilar_MIL","Jonathan Lucroy_TEX","Brandon Guyer_CLE","Avisail Garcia_CWS","Chris Iannetta_ARI","Chris Herrmann_ARI","Tommy La Stella_CHC","Brett Nicholas_TEX","Ronald Guzman_TEX","Rey Fuentes_ARI","Ketel Marte_ARI","Stephen Vogt_MIL","Eric Sogard_MIL","Ryan Rua_TEX","Andy Ibanez_TEX","Giovanny Urshela_CLE","Charlie Tilson_CWS","Yandy Diaz_CLE","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Orlando Arcia_MIL","JJ Hardy_BAL","Ruben Tejada_BAL","Roberto Perez_CLE","Tyler Naquin_CLE","Adam Engel_CWS","Craig Gentry_BAL","Hyun Soo Kim_BAL","Hanser Alberto_TEX","Joey Rickard_BAL","Tyler Saladino_CWS","Jose Martinez_STL","Greg Garcia_STL","Socrates Brito_ARI","Magneuris Sierra_STL","Harrison Bader_STL","Jacob Nottingham_MIL","Drew Stubbs_TEX","Jared Hoying_TEX","Leury Garcia_CWS","Yolmer Sanchez_CWS","Jacob May_CWS","Luke Voit_STL","Lewis Brinson_MIL","Corey Ray_MIL","Johnny Giavotella_BAL","Anthony Santander_BAL","Michael Martinez_CLE","Daniel Robertson_CLE","Omar Narvaez_CWS","Cody Asche_CWS","Jeff Mathis_ARI","Christian Walker_ARI","Jack Reinheimer_ARI","Michael Reed_MIL","Paul Janish_BAL","Francisco Pena_BAL","Pete Kozma_TEX","Ryan Flaherty_BAL","David Washington_BAL","Drew Robinson_TEX","Luis Sardinas_BAL","Geovany Soto_CWS","Willy Garcia_CWS","Kevan Smith_CWS","Tim Anderson_CWS","Ildemaro Vargas_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Yadiel Rivera_MIL","Brett Phillips_MIL","Eric Fryer_STL","Carson Kelly_STL","Jett Bandy_MIL","Zack Collins_CWS","Ryan Cordell_MIL","Grant Green_CWS","Chad Huffman_STL","Alex Mejia_STL"
0,0,37,0,0,41,40,0,0,33,41,36,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,83,80,0,0,64,36,84,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,41,28,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,12,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,32,0,0,0,0,30,0,0,0,33,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,27,0,0,0,0,0,0,0,24,0,0,0,0,9,15,0,0,0,0,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,66,0,0,0,0,0,61,0,0,0,0,0,67,0,0,34,0,0,0,42,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,51,44,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,41,0,0,0,0,0,82,0,0,0,0,73,0,0,0,63,52,78,0,0,0,0,0,0,90,0,0,0,0,0,76,0,0,0,0,35,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,56,0,0,58,57,0,0,44,28,57,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,37,18,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,48,0,0,0,0,0,43,0,0,0,0,0,34,0,0,49,0,0,0,22,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,34,29,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,44,0,0,0,0,0,42,0,0,0,0,32,0,0,0,29,21,37,0,0,0,0,0,0,43,0,0,0,0,0,30,0,0,0,0,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,85,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,66,0,0,0,0,0,0,0,0,0,0,0,0,55,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,25,0,0,0,14,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,68,4,0,0,0,69,0,0,0,23,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,27,0,0,0,0,59,0,0,0,0,0,0,0,58,0,0,0,0,25,26,0,0,0,0,5,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,0,0,0,56,0,0,0,0,0,42,0,0,22,0,0,0,57,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,44,45,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,87,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,62,0,0,0,0,0,0,0,0,0,0,0,0,51,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,24,0,0,0,13,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,84,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,64,0,0,0,0,0,0,0,0,0,0,0,0,53,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,22,0,0,0,14,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,42,0,0,0,0,0,86,0,0,0,0,67,0,0,0,59,46,73,0,0,0,0,0,0,85,0,0,0,0,0,72,0,0,0,0,32,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,29,0,0,0,40,0,0,0,0,0,37,29,36,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,49,50,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,10,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,0,0,0,17,0,0,0,0,0,36,33,39,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,50,44,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,19,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,26,38,0,0,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,30,0,0,0,0,0,0,0,23,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,0,0,0,0
0,67,0,0,0,0,0,63,0,0,0,0,0,53,0,0,37,0,0,0,37,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,48,41,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,32,0,0,0,0,0,67,0,0,0,0,76,0,0,0,60,43,63,0,0,0,0,0,0,75,0,0,0,0,0,61,0,0,0,0,24,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,0,0,0,44,0,0,0,0,0,27,28,19,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,37,35,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2
