Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Brandin Cooks,4,,WR,7500,NO,@KC,22.0,KC by 6,-7%,11%,-4%,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.2,0.2,6.3,7.7,8.2,7.8,0.8,10.4,13,14.5,18.7,18.7,3.5,34.0,16.3,2.2,0.0,0.0
David Johnson,6,,RB,7400,ARI,SEA,22.8,ARI by 2,-13%,-29%,-35%,0.0,0.0,0.0,0.0,0.0,22.0,18.8,17.6,4.3,5.0,5.3,5.5,4.3,0.8,8.0,36,29.9,26.1,26.1,16.6,35.5,17.2,2.3,0.0,0.0
Drew Brees,5,,QB,7400,NO,@KC,22.0,KC by 6,-7%,11%,-25%,46.3,45.0,39.3,6.2,7.7,2.0,1.6,0.8,0.2,1.3,0.0,0.0,0.0,0.0,0.0,64,26.8,26.1,26.1,14.9,37.2,21.1,2.9,0.0,0.0
Allen Robinson,19,,WR,7300,JAX,OAK,24.3,JAX by 1.5,21%,26%,26%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.4,8.9,1.2,6.1,16,16.4,14.1,14.1,7.3,21.0,18.8,2.6,0.0,0.0
Matt Ryan,28,,QB,7200,ATL,SD,29.5,ATL by 6,13%,-21%,20%,35.7,35.0,35.1,6.2,9.9,2.7,2.7,2.2,0.5,3.3,0.0,0.0,0.0,0.0,0.0,62,27.0,26.7,26.7,18.0,35.4,22.3,3.1,0.0,0.0
Rob Gronkowski,14,,TE,7200,NE,@PIT,27.3,NE by 7.5,13%,-4%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.8,7.5,0.8,14.8,12,17.7,13.3,13.3,-1.9,28.5,15.4,2.1,0.0,0.0
DeMarco Murray,23,,RB,7200,TEN,IND,25.3,TEN by 3,15%,12%,40%,0.0,0.0,0.0,0.0,0.0,24.3,19.0,16.7,2.5,4.6,3.3,4.8,3.7,1.2,5.9,35,20.0,22.5,22.5,16.7,28.2,19.8,2.8,0.0,0.0
Aaron Rodgers,3,,QB,7100,GB,CHI,27.0,GB by 7.5,-7%,3%,-4%,37.0,36.2,34.7,5.2,6.5,4.3,4.0,3.6,0.8,4.5,0.0,0.0,0.0,0.0,0.0,77,19.6,20.3,20.3,15.6,25.0,19.4,2.7,0.0,0.0
Larry Fitzgerald,2,,WR,7100,ARI,SEA,22.8,ARI by 2,-13%,-29%,-24%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,1.0,8.0,9.5,7.7,1.5,7.3,13,16.1,18.3,18.3,10.6,25.9,15.4,2.2,0.0,0.0
Andrew Luck,3,Q,QB,7000,IND,@TEN,22.3,TEN by 3,-3%,-16%,-18%,37.7,39.5,34.6,5.5,7.3,5.3,3.7,3.3,0.5,6.0,0.0,0.0,0.0,0.0,0.0,67,22.7,22.8,22.8,13.8,31.9,19.7,2.8,0.0,0.0
Marvin Jones,8,,WR,7000,DET,WAS,25.5,DET by 1,-2%,18%,-1%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,3.0,6.0,7.8,7.8,1.0,11.3,13,11.8,18.7,18.7,6.6,30.8,16.4,2.3,0.0,0.0
DeAndre Hopkins,0,,WR,6900,HOU,@DEN,16.5,DEN by 7.5,-23%,7%,-47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.5,8.4,0.7,6.2,13,11.4,14.6,14.6,6.0,23.2,14.5,2.1,0.0,0.0
Alshon Jeffery,3,,WR,6900,CHI,@GB,19.5,GB by 7.5,9%,-31%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.3,9.4,0.7,11.1,16,12.2,13.5,13.5,9.9,17.0,17.6,2.6,0.0,0.0
Ben Roethlisberger,,O,QB,6900,PIT,NE,19.8,NE by 7.5,2%,-12%,4%,36.0,37.7,0.0,3.7,7.5,0.3,0.7,0.0,0.2,4.5,0.0,0.0,0.0,0.0,0.0,0,27.2,23.0,23.0,11.8,34.3,0.0,0.0,0.0,0.0
Jarvis Landry,6,,WR,6800,MIA,BUF,20.5,BUF by 2.5,0%,-2%,1%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,1.1,0.0,6.0,7.3,9.5,8.4,0.5,8.7,17,11.7,17.2,17.2,8.4,26.0,16.2,2.4,0.0,0.0
Russell Wilson,2,,QB,6700,SEA,@ARI,20.8,ARI by 2,-20%,-1%,-15%,30.7,34.0,32.7,3.4,7.8,4.0,4.2,5.4,0.0,1.7,0.0,0.0,0.0,0.0,0.0,62,17.5,15.6,15.6,9.1,22.0,18.5,2.8,0.0,0.0
Jeremy Maclin,10,,WR,6700,KC,NO,28.0,KC by 6,19%,12%,1%,0.3,0.2,0.0,0.2,0.0,0.0,0.2,0.3,0.0,-1.0,6.0,8.0,7.1,0.4,7.3,12,9.4,11.6,11.6,7.6,15.7,15.8,2.4,0.0,0.0
Christine Michael,1,,RB,6700,SEA,@ARI,20.8,ARI by 2,-20%,-1%,-21%,0.0,0.0,0.0,0.0,0.0,18.7,16.2,16.5,3.0,4.4,4.0,4.0,1.8,0.4,4.3,30,23.8,18.2,18.2,10.0,26.4,12.4,1.9,0.0,0.0
Michael Crabtree,10,,WR,6600,OAK,@JAX,22.8,JAX by 1.5,-11%,-2%,-2%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,8.0,7.0,0.8,7.6,11,16.8,17.1,17.1,6.9,27.3,11.7,1.8,0.0,0.0
Emmanuel Sanders,1,,WR,6600,DEN,HOU,24.0,DEN by 7.5,-22%,20%,-18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9.3,9.5,7.3,1.7,7.2,13,15.3,16.4,16.4,5.3,27.5,13.2,2.0,0.0,0.0
Philip Rivers,18,,QB,6500,SD,@ATL,23.5,ATL by 6,13%,-10%,30%,34.0,33.5,36.1,7.5,8.2,0.3,0.8,1.6,0.0,4.2,0.0,0.0,0.0,0.0,0.0,60,21.8,20.0,20.0,12.4,27.6,19.5,3.0,0.0,0.0
Julian Edelman,3,Q,WR,6500,NE,@PIT,27.3,NE by 7.5,13%,-4%,1%,0.0,0.0,0.0,0.0,0.0,0.7,1.3,0.2,0.2,4.9,7.0,7.5,7.9,1.0,5.8,13,6.3,9.7,9.7,5.0,14.3,14.8,2.3,0.0,0.0
Doug Baldwin,2,,WR,6400,SEA,@ARI,20.8,ARI by 2,-20%,-1%,-3%,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,-4.0,6.3,7.2,7.0,1.0,10.0,11,16.5,15.7,15.7,3.5,28.0,14.8,2.3,0.0,0.0
Melvin Gordon,12,,RB,6400,SD,@ATL,23.5,ATL by 6,13%,-10%,32%,0.0,0.0,0.0,0.0,0.0,20.7,19.3,17.2,4.5,3.4,3.3,3.3,2.7,0.7,6.1,32,16.3,18.1,18.1,12.3,23.9,14.2,2.2,0.0,0.0
Matthew Stafford,4,,QB,6400,DET,WAS,25.5,DET by 1,-2%,18%,-10%,30.7,35.3,35.3,4.5,7.8,4.3,3.2,2.4,0.2,4.9,0.0,0.0,0.0,0.0,0.0,64,19.4,22.4,22.4,14.2,30.6,18.9,3.0,0.0,0.0
Todd Gurley,4,,RB,6300,LA,NYG,20.3,NYG by 3,4%,-8%,-4%,0.0,0.0,0.0,0.0,0.0,18.7,19.8,21.0,3.3,2.9,4.7,3.3,3.4,1.0,6.7,40,15.2,13.3,13.3,7.3,19.4,16.4,2.6,0.0,0.0
Derek Carr,7,,QB,6300,OAK,@JAX,22.8,JAX by 1.5,-11%,-2%,-10%,36.3,37.8,35.5,4.2,7.1,2.7,2.2,2.6,0.0,3.4,0.0,0.0,0.0,0.0,0.0,62,20.5,20.8,20.8,14.2,27.4,18.1,2.9,0.0,0.0
Demaryius Thomas,0,,WR,6300,DEN,HOU,24.0,DEN by 7.5,-22%,20%,-18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.3,7.1,1.3,9.5,13,14.9,15.6,15.6,9.0,22.2,13.1,2.1,0.0,0.0
Terrelle Pryor,7,Q,WR,6200,CLE,@CIN,17.5,CIN by 10.5,-2%,3%,-5%,1.3,1.5,0.0,0.2,4.6,1.3,1.3,1.4,0.2,2.6,9.3,9.8,6.7,1.0,7.0,14,18.0,17.5,17.5,5.9,29.1,12.3,2.0,0.0,0.0
Blake Bortles,25,,QB,6200,JAX,OAK,24.3,JAX by 1.5,21%,26%,30%,34.7,38.6,35.3,4.8,6.8,4.3,3.6,2.7,0.2,5.0,0.0,0.0,0.0,0.0,0.0,68,17.8,19.4,19.4,13.6,25.2,21.8,3.5,0.0,0.0
C.J. Anderson,2,,RB,6200,DEN,HOU,24.0,DEN by 7.5,-22%,20%,-3%,0.0,0.0,0.0,0.0,0.0,13.3,15.7,15.2,3.2,3.5,3.3,4.0,2.3,0.3,5.3,31,10.8,14.3,14.3,5.5,23.1,12.7,2.0,0.0,0.0
Doug Martin,7,D,RB,6100,TB,@SF,23.8,TB by 1,-15%,66%,39%,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,1.0,3.4,2.5,2.5,0.0,0.0,6.8,0,8.5,8.5,8.5,-0.2,17.1,0.0,0.0,0.0,0.0
Travis Benjamin,2,Q,WR,6100,SD,@ATL,23.5,ATL by 6,13%,-10%,2%,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,-1.0,7.7,7.3,6.6,0.8,9.3,11,11.1,14.5,14.5,3.9,25.1,11.9,2.0,0.0,0.0
Eli Manning,1,,QB,6100,NYG,@LA,23.3,NYG by 3,-2%,10%,7%,42.0,38.8,36.3,3.8,7.7,0.3,0.8,1.2,0.7,-0.6,0.0,0.0,0.0,0.0,0.0,62,16.5,17.4,17.4,10.3,24.4,17.7,2.9,0.0,0.0
Alex Smith,13,,QB,6100,KC,NO,28.0,KC by 6,19%,12%,8%,35.0,38.0,33.0,5.2,6.8,2.3,2.6,4.6,0.8,1.2,0.0,0.0,0.0,0.0,0.0,59,13.6,15.7,15.7,5.3,26.0,20.8,3.4,0.0,0.0
Stefon Diggs,2,Q,WR,6000,MIN,@PHI,21.5,MIN by 3,-14%,0%,-23%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.3,-1.0,8.3,8.5,7.8,0.5,10.9,14,17.9,18.5,18.5,5.5,31.5,14.5,2.4,0.0,0.0
Marcus Mariota,16,,QB,6000,TEN,IND,25.3,TEN by 3,15%,12%,19%,27.3,31.5,30.1,3.8,7.3,6.0,4.5,3.9,0.7,7.3,0.0,0.0,0.0,0.0,0.0,58,22.8,18.7,18.7,9.2,28.3,19.3,3.2,0.0,0.0
Jordan Reed,9,Q,TE,6000,WAS,@DET,24.5,DET by 1,7%,3%,54%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.2,7.0,1.0,6.9,12,17.1,15.3,15.3,7.9,22.7,15.4,2.6,0.0,0.0
Lamar Miller,2,,RB,6000,HOU,@DEN,16.5,DEN by 7.5,-23%,7%,8%,0.0,0.0,0.0,0.0,0.0,17.0,20.8,19.4,1.7,4.2,3.3,3.5,3.0,0.5,5.3,36,17.7,16.4,16.4,5.6,27.1,16.1,2.7,0.0,0.0
Jordan Howard,1,,RB,6000,CHI,@GB,19.5,GB by 7.5,9%,-31%,-40%,0.0,0.0,0.0,0.0,0.0,18.0,13.2,13.2,2.2,5.0,3.7,3.8,4.6,0.8,6.7,31,19.8,15.6,15.6,6.9,24.3,14.2,2.4,0.0,0.0
Andy Dalton,25,,QB,6000,CIN,CLE,28.0,CIN by 10.5,12%,12%,36%,34.3,36.3,31.9,5.3,8.1,4.7,4.2,5.3,0.2,3.7,0.0,0.0,0.0,0.0,0.0,63,19.6,18.9,18.9,14.2,23.7,20.5,3.4,0.0,0.0
Kirk Cousins,16,,QB,5900,WAS,@DET,24.5,DET by 1,7%,3%,47%,34.0,37.7,34.7,6.5,7.5,1.0,1.5,2.1,0.2,3.3,0.0,0.0,0.0,0.0,0.0,65,16.6,17.8,17.8,14.5,21.1,19.4,3.3,0.0,0.0
Jameis Winston,9,,QB,5900,TB,@SF,23.8,TB by 1,-15%,66%,5%,41.0,41.6,35.1,4.6,6.4,4.3,4.0,4.0,0.6,2.5,0.0,0.0,0.0,0.0,0.0,61,19.6,19.0,19.0,10.0,28.0,17.8,3.0,0.0,0.0
Brian Hoyer,2,,QB,5900,CHI,@GB,19.5,GB by 7.5,9%,-31%,-6%,42.7,37.8,37.7,6.0,7.4,1.7,1.6,1.7,0.2,-0.9,0.0,0.0,0.0,0.0,0.0,69,21.5,18.0,18.0,8.7,27.4,20.3,3.4,0.0,0.0
Willie Snead,2,,WR,5900,NO,@KC,22.0,KC by 6,-7%,11%,-4%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.3,7.5,0.5,11.8,12,9.5,15.9,15.9,2.0,29.8,15.8,2.7,0.0,0.0
Devonta Freeman,15,,RB,5900,ATL,SD,29.5,ATL by 6,13%,-21%,42%,0.0,0.0,0.0,0.0,0.0,16.0,15.0,13.9,2.7,5.0,4.3,3.7,4.0,1.3,5.8,30,14.6,16.0,16.0,5.4,26.5,16.1,2.7,0.0,0.0
Mike Wallace,4,,WR,5800,BAL,@NYJ,19.0,NYJ by 2.5,16%,-19%,22%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,6.3,10.0,8.0,9.4,1.2,7.7,15,12.6,14.0,14.0,9.0,19.0,17.2,3.0,0.0,0.0
Jimmy Graham,5,Q,TE,5800,SEA,@ARI,20.8,ARI by 2,-20%,-1%,-59%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,6.2,6.1,0.6,11.5,10,19.7,13.7,13.7,4.6,22.8,11.3,1.9,0.0,0.0
Joe Flacco,4,Q,QB,5800,BAL,@NYJ,19.0,NYJ by 2.5,16%,-19%,25%,48.7,44.2,37.4,4.7,6.0,1.0,1.8,1.1,0.5,1.5,0.0,0.0,0.0,0.0,0.0,62,17.1,16.5,16.5,12.1,21.0,19.9,3.4,0.0,0.0
Spencer Ware,11,,RB,5800,KC,NO,28.0,KC by 6,19%,12%,26%,0.0,0.0,0.0,0.0,0.0,19.0,15.6,12.6,2.4,5.3,2.7,3.8,1.6,0.4,12.2,22,15.1,18.5,18.5,6.1,30.9,13.3,2.3,0.0,0.0
Randall Cobb,4,,WR,5800,GB,CHI,27.0,GB by 7.5,-7%,3%,9%,0.0,0.0,0.0,0.0,0.0,0.3,1.0,1.8,0.2,2.4,8.3,8.0,6.6,1.0,7.3,17,15.1,13.5,13.5,6.2,20.8,12.0,2.1,0.0,0.0
Jamaal Charles,14,,RB,5700,KC,NO,28.0,KC by 6,19%,12%,26%,0.0,0.0,0.0,0.0,0.0,5.5,5.5,8.4,2.0,3.6,1.5,1.5,3.9,0.5,4.7,19,6.7,6.7,6.7,-1.8,15.2,13.0,2.3,0.0,0.0
DeSean Jackson,7,Q,WR,5700,WAS,@DET,24.5,DET by 1,7%,3%,18%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.8,7.0,0.7,8.1,12,5.8,10.7,10.7,3.1,18.3,14.8,2.6,0.0,0.0
Carson Palmer,1,Q,QB,5700,ARI,SEA,22.8,ARI by 2,-13%,-29%,-35%,40.0,37.6,33.2,5.8,7.3,1.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,11.1,15.9,15.9,8.4,23.5,15.7,2.8,0.0,0.0
Will Fuller,,,WR,5700,HOU,@DEN,16.5,DEN by 7.5,-23%,7%,-47%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,8.0,6.3,0.8,8.2,10,11.5,15.3,15.3,4.1,26.6,11.6,2.0,0.0,0.0
Eddie Lacy,0,O,RB,5700,GB,CHI,27.0,GB by 7.5,-7%,3%,-9%,0.0,0.0,0.0,0.0,0.0,15.0,14.2,0.0,2.0,5.1,1.3,1.4,0.0,0.0,4.0,0,10.7,9.2,9.2,5.7,12.6,0.0,0.0,0.0,0.0
Jordan Matthews,0,,WR,5600,PHI,MIN,18.5,MIN by 3,-9%,-26%,-39%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,7.4,7.4,0.8,9.3,13,10.3,14.3,14.3,6.8,21.7,15.0,2.7,0.0,0.0
Carlos Hyde,2,D,RB,5600,SF,TB,22.8,TB by 1,3%,-2%,-9%,0.0,0.0,0.0,0.0,0.0,17.0,18.2,0.0,3.8,3.9,2.3,2.3,0.0,0.2,4.7,0,14.5,17.1,17.1,7.6,26.6,0.0,0.0,0.0,0.0
Steve Smith,2,Q,WR,5500,BAL,@NYJ,19.0,NYJ by 2.5,16%,-19%,22%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,8.0,0.0,0.6,7.8,0,16.9,13.4,13.4,4.2,22.6,0.0,0.0,0.0,0.0
Tyrod Taylor,4,,QB,5500,BUF,@MIA,23.0,BUF by 2.5,-4%,40%,1%,29.3,27.5,26.8,2.5,6.5,6.0,5.7,6.1,0.5,6.9,0.0,0.0,0.0,0.0,0.0,57,17.8,16.9,16.9,10.3,23.6,17.8,3.2,0.0,0.0
Mark Ingram,4,,RB,5400,NO,@KC,22.0,KC by 6,-7%,11%,-14%,0.0,0.0,0.0,0.0,0.0,16.3,14.0,13.9,2.2,3.9,5.3,4.4,3.4,0.6,6.1,27,17.7,14.5,14.5,7.1,22.0,14.8,2.7,0.0,0.0
Colin Kaepernick,6,,QB,5300,SF,TB,22.8,TB by 1,3%,-2%,-10%,29.0,29.0,24.4,3.0,6.4,8.0,8.0,5.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,52,18.1,18.1,18.1,18.1,18.1,15.8,3.0,0.0,0.0
Travis Kelce,17,,TE,5300,KC,NO,28.0,KC by 6,19%,12%,-11%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.4,7.1,1.6,7.9,11,13.5,12.4,12.4,6.8,18.1,14.9,2.8,0.0,0.0
Donte Moncrief,,O,WR,5300,IND,@TEN,22.3,TEN by 3,-3%,-16%,5%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,7.3,0,10.1,10.1,10.1,-1.5,21.8,0.0,0.0,0.0,0.0
Carson Wentz,,,QB,5200,PHI,MIN,18.5,MIN by 3,-9%,-26%,-30%,28.7,31.4,32.7,4.8,7.6,1.7,2.6,2.4,0.4,2.8,0.0,0.0,0.0,0.0,0.0,61,16.4,16.2,16.2,9.8,22.6,15.3,2.9,0.0,0.0
Theo Riddick,3,Q,RB,5200,DET,WAS,25.5,DET by 1,-2%,18%,30%,0.0,0.0,0.0,0.0,0.0,10.7,10.0,11.1,0.8,3.4,7.3,6.4,4.4,1.4,5.9,26,15.9,17.2,17.2,8.2,26.2,15.0,2.9,0.0,0.0
Trevor Siemian,,,QB,5200,DEN,HOU,24.0,DEN by 7.5,-22%,20%,-20%,30.7,30.2,28.2,3.6,7.0,1.3,2.0,1.4,0.4,3.3,0.0,0.0,0.0,0.0,0.0,52,17.3,15.1,15.1,5.3,24.9,13.6,2.6,0.0,0.0
Case Keenum,0,,QB,5200,LA,NYG,20.3,NYG by 3,4%,-8%,-13%,31.0,30.7,28.8,3.3,7.7,2.0,2.3,3.1,0.3,2.6,0.0,0.0,0.0,0.0,0.0,52,20.5,15.1,15.1,4.7,25.4,14.0,2.7,0.0,0.0
Jay Cutler,0,D,QB,5100,CHI,@GB,19.5,GB by 7.5,9%,-31%,-6%,23.0,23.0,0.0,2.0,8.1,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,8.6,8.6,8.6,2.5,14.6,0.0,0.0,0.0,0.0
Ryan Tannehill,0,,QB,5100,MIA,BUF,20.5,BUF by 2.5,0%,-2%,-24%,25.0,31.3,31.9,3.5,8.1,0.7,2.3,2.4,0.5,4.1,0.0,0.0,0.0,0.0,0.0,63,8.5,15.6,15.6,6.6,24.6,16.3,3.2,0.0,0.0
Ryan Fitzpatrick,1,,QB,5100,NYJ,BAL,21.5,NYJ by 2.5,-10%,-34%,-4%,36.7,37.2,0.7,4.7,6.5,1.3,2.7,0.0,0.3,4.6,0.0,0.0,0.0,0.0,0.0,1,11.1,12.8,12.8,5.5,20.2,0.0,0.0,0.0,0.0
Sammie Coates,,,WR,5100,PIT,NE,19.8,NE by 7.5,2%,-12%,-2%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,2.5,7.7,5.8,6.1,0.7,12.0,10,16.2,12.8,12.8,0.9,24.6,9.4,1.8,0.0,0.0
Brock Osweiler,,,QB,5100,HOU,@DEN,16.5,DEN by 7.5,-23%,7%,-21%,39.3,37.8,32.4,4.2,6.2,1.0,1.7,3.4,0.2,3.4,0.0,0.0,0.0,0.0,0.0,57,15.1,13.9,13.9,9.7,18.1,14.6,2.9,0.0,0.0
Sterling Shepard,2,,WR,5100,NYG,@LA,23.3,NYG by 3,-2%,10%,24%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,6.8,6.9,0.3,7.4,11,5.6,11.9,11.9,4.3,19.4,12.0,2.4,0.0,0.0
Sam Bradford,0,,QB,5100,MIN,@PHI,21.5,MIN by 3,-14%,0%,-39%,31.3,31.3,30.2,3.5,7.9,2.7,2.3,1.9,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,57,14.8,15.9,15.9,11.9,19.8,14.1,2.8,0.0,0.0
Brett Hundley,,,QB,5000,GB,CHI,27.0,GB by 7.5,-7%,3%,-4%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Johnson,,,QB,5000,NYG,@LA,23.3,NYG by 3,-2%,10%,7%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,,,QB,5000,NYG,@LA,23.3,NYG by 3,-2%,10%,7%,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,,,QB,5000,LA,NYG,20.3,NYG by 3,4%,-8%,-13%,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,,,QB,5000,LA,NYG,20.3,NYG by 3,4%,-8%,-13%,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
