QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Matt Ryan (7988807),DeMarco Murray (7988878),Todd Gurley (7988944),Julio Jones (7989069),Steve Smith Sr. (7989122),Allen Robinson (7989028),Antonio Gates (7989192),Marqise Lee (7989026),Raiders  (7989695)
Matthew Stafford (7988847),Todd Gurley (7988944),Jeremy Hill (7988953),Antonio Brown (7989126),Julio Jones (7989069),Anquan Boldin (7989147),Delanie Walker (7989179),Frank Gore (7988920),Saints  (7989680)
Blake Bortles (7988786),Ezekiel Elliott (7988981),Mark Ingram (7988862),Antonio Brown (7989126),Julio Jones (7989069),DeAndre Hopkins (7989116),Cameron Brate (7989171),Marqise Lee (7989026),Cowboys  (7989706)
Matt Ryan (7988807),Todd Gurley (7988944),Frank Gore (7988920),Mike Evans (7988999),Julio Jones (7989069),Allen Robinson (7989028),Eric Ebron (7989263),Dion Lewis (7988873),Buccaneers  (7989681)
Blake Bortles (7988786),Ezekiel Elliott (7988981),DeMarco Murray (7988878),Julio Jones (7989069),Steve Smith Sr. (7989122),Allen Robinson (7989028),Delanie Walker (7989179),Spencer Ware (7988967),Buccaneers  (7989681)
Matt Ryan (7988807),Jeremy Hill (7988953),Frank Gore (7988920),Antonio Brown (7989126),Julio Jones (7989069),Michael Thomas (7989003),Cameron Brate (7989171),Jeremy Kerley (7989103),Dolphins  (7989679)
Blake Bortles (7988786),Le'Veon Bell (7988957),Jordan Howard (7988911),Julio Jones (7989069),Pierre Garcon (7989057),Marqise Lee (7989026),Delanie Walker (7989179),Jeremy Hill (7988953),Saints  (7989680)
Blake Bortles (7988786),Le'Veon Bell (7988957),Lamar Miller (7988948),Julio Jones (7989069),Michael Thomas (7989003),Allen Robinson (7989028),Delanie Walker (7989179),Isaiah Crowell (7988899),Cowboys  (7989706)
Blake Bortles (7988786),DeMarco Murray (7988878),Todd Gurley (7988944),Mike Evans (7988999),Steve Smith Sr. (7989122),Marqise Lee (7989026),Cameron Brate (7989171),Jordan Howard (7988911),Chargers  (7989689)
Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Thomas (7989003),Steve Smith Sr. (7989122),Pierre Garcon (7989057),Cameron Brate (7989171),Spencer Ware (7988967),Dolphins  (7989679)
Tyrod Taylor (7988771),Todd Gurley (7988944),Spencer Ware (7988967),Mike Evans (7988999),Antonio Brown (7989126),Sammy Watkins (7988990),Cameron Brate (7989171),Mark Ingram (7988862),Cowboys  (7989706)
Matt Ryan (7988807),Jordan Howard (7988911),Jeremy Hill (7988953),Julio Jones (7989069),Demaryius Thomas (7989137),DeAndre Hopkins (7989116),Jason Witten (7989258),Spencer Ware (7988967),Cowboys  (7989706)
Blake Bortles (7988786),Ezekiel Elliott (7988981),Todd Gurley (7988944),Antonio Brown (7989126),Jordy Nelson (7989030),Allen Robinson (7989028),Delanie Walker (7989179),Dion Lewis (7988873),Saints  (7989680)
Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Allen Robinson (7989028),Jeremy Kerley (7989103),Antonio Gates (7989192),Spencer Ware (7988967),Buccaneers  (7989681)
Blake Bortles (7988786),Le'Veon Bell (7988957),DeMarco Murray (7988878),Jarvis Landry (7988987),Pierre Garcon (7989057),Allen Robinson (7989028),Delanie Walker (7989179),Todd Gurley (7988944),Raiders  (7989695)
Drew Brees (7988774),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Thomas (7989003),Allen Robinson (7989028),Marqise Lee (7989026),C.J. Fiedorowicz (7989238),Jeremy Hill (7988953),Cowboys  (7989706)
Drew Brees (7988774),DeMarco Murray (7988878),Lamar Miller (7988948),Julio Jones (7989069),Michael Thomas (7989003),Pierre Garcon (7989057),C.J. Fiedorowicz (7989238),Frank Gore (7988920),Saints  (7989680)
Aaron Rodgers (7988790),Todd Gurley (7988944),Jordan Howard (7988911),Antonio Brown (7989126),Jordy Nelson (7989030),DeAndre Hopkins (7989116),Eric Ebron (7989263),Isaiah Crowell (7988899),Saints  (7989680)
Matt Ryan (7988807),Le'Veon Bell (7988957),DeMarco Murray (7988878),Julio Jones (7989069),Adam Humphries (7989000),Jeremy Kerley (7989103),Cameron Brate (7989171),Mark Ingram (7988862),Raiders  (7989695)
Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),Julio Jones (7989069),Sammy Watkins (7988990),Marqise Lee (7989026),Dennis Pitta (7989242),Isaiah Crowell (7988899),Saints  (7989680)
Blake Bortles (7988786),Ezekiel Elliott (7988981),Spencer Ware (7988967),Mike Evans (7988999),Antonio Brown (7989126),Allen Robinson (7989028),Gary Barnidge (7989193),Frank Gore (7988920),Cowboys  (7989706)
Jameis Winston (7988778),DeMarco Murray (7988878),Todd Gurley (7988944),Antonio Brown (7989126),Michael Thomas (7989003),Adam Humphries (7989000),Delanie Walker (7989179),Frank Gore (7988920),Dolphins  (7989679)
Drew Brees (7988774),DeMarco Murray (7988878),Spencer Ware (7988967),Antonio Brown (7989126),Brandin Cooks (7989001),DeAndre Hopkins (7989116),Eric Ebron (7989263),Anquan Boldin (7989147),Saints  (7989680)
Matt Ryan (7988807),DeMarco Murray (7988878),Todd Gurley (7988944),Julio Jones (7989069),Pierre Garcon (7989057),Jeremy Kerley (7989103),Delanie Walker (7989179),Lamar Miller (7988948),Buccaneers  (7989681)
Drew Brees (7988774),DeMarco Murray (7988878),Jordan Howard (7988911),Julio Jones (7989069),Michael Thomas (7989003),DeAndre Hopkins (7989116),Eric Ebron (7989263),Justin Forsett (7988963),Raiders  (7989695)
