"Kris Bryant_CHC","Anthony Rizzo_CHC","Francisco Lindor_CLE","Edwin Encarnacion_CLE","Jose Ramirez_CLE","Ben Zobrist_CHC","Michael Brantley_CLE","Carlos Santana_CLE","Khris Davis_OAK","Jed Lowrie_OAK","Yonder Alonso_OAK","Jason Kipnis_CLE","Ian Happ_CHC","Kyle Schwarber_CHC","Hunter Renfroe_SD","Javier Baez_CHC","Wil Myers_SD","Marcus Semien_OAK","Ryon Healy_OAK","Willson Contreras_CHC","Matt Joyce_OAK","Bradley Zimmer_CLE","Rajai Davis_OAK","Stephen Vogt_OAK","Jason Heyward_CHC","Ryan Schimpf_SD","Lonnie Chisenhall_CLE","Abraham Almonte_CLE","Mark Canha_OAK","Addison Russell_CHC","Brandon Guyer_CLE","Trevor Plouffe_OAK","Austin Jackson_CLE","Josh Phegley_OAK","Miguel Montero_CHC","Manuel Margot_SD","Jake Smolinski_OAK","Yan Gomes_CLE","Ryan LaMarre_OAK","Chad Pinder_OAK","Jon Jay_CHC","Alex Dickerson_SD","Jeimer Candelario_CHC","Tyler Naquin_CLE","Giovanny Urshela_CLE","Erik Gonzalez_CLE","Bruce Maxwell_OAK","Albert Almora_CHC","Yangervis Solarte_SD","Tommy La Stella_CHC","Yandy Diaz_CLE","Matt Szczur_SD","Travis Jankowski_SD","Chase d'Arnaud_SD","Cory Spangenberg_SD","Christian Bethancourt_SD","Roberto Perez_CLE","Allen Cordoba_SD","Adam Rosales_OAK","Jaff Decker_OAK","Daniel Robertson_CLE","Matt Olson_OAK","Jabari Blash_SD","Franchy Cordero_SD","Eloy Jimenez_CHC","Erick Aybar_SD","Hector Sanchez_SD","Austin Hedges_SD","Luis Torrens_SD"
31,33,0,0,0,21,0,0,0,0,0,0,9,26,0,34,0,0,0,25,0,0,0,0,22,0,0,0,0,27,0,0,0,0,9,0,0,0,0,0,8,0,3,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,48,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,9,13,4,21,0,0,17,0,0,0,0,7,2,0,39,2,40,7
0,0,0,0,0,0,0,0,9,9,6,0,0,0,0,0,0,9,9,0,6,0,9,7,0,0,0,0,4,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,40,40,31,0,0,0,0,0,0,9,42,0,31,0,26,27,0,0,0,0,14,0,0,37,0,13,0,0,0,0,2,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0
30,32,0,0,0,23,0,0,0,0,0,0,8,26,0,25,0,0,0,32,0,0,0,0,23,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,32,33,30,0,0,0,0,0,0,6,31,0,34,0,18,28,0,0,0,0,7,0,0,30,0,6,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0
0,0,7,7,6,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,27,26,19,0,0,0,0,0,0,9,26,0,18,0,28,16,0,0,0,0,10,0,0,26,0,8,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,28,30,27,0,0,0,0,0,0,7,27,0,28,0,16,30,0,0,0,0,8,0,0,26,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,0,0,0,0,0,0
34,34,0,0,0,26,0,0,0,0,0,0,7,30,0,22,0,0,0,23,0,0,0,0,34,0,0,0,0,31,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,38,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6,13,2,14,0,0,13,0,0,0,0,5,0,0,34,2,32,5
0,0,23,23,22,0,21,23,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,23,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0
0,0,22,22,22,0,15,22,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,7,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,14,7,0,0,0,0,0,0,4,14,0,7,0,10,8,0,0,0,0,14,0,0,10,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
39,40,0,0,0,28,0,0,0,0,0,0,10,32,0,27,0,0,0,28,0,0,0,0,31,0,0,0,0,40,0,0,0,0,12,0,0,0,0,0,13,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,15,14,0,9,15,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,15,0,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,38,38,29,0,0,0,0,0,0,8,37,0,30,0,26,26,0,0,0,0,10,0,0,40,0,11,0,0,0,0,2,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,12,0,0,0,0,0,0,0,0,0
0,0,13,14,13,0,9,14,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,14,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,13,11,5,0,0,0,0,0,0,2,13,0,6,0,8,2,0,0,0,0,7,0,0,11,0,13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0
14,14,0,0,0,10,0,0,0,0,0,0,5,13,0,9,0,0,0,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,8,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,41,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,6,12,0,17,0,0,10,0,0,0,0,7,0,0,36,2,34,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,29,29,27,0,25,29,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,15,14,0,0,10,0,8,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,13,8,0,0,0,0,0,0,0,15,0,7,0,11,5,0,0,0,0,4,0,0,13,0,8,0,0,0,0,2,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0
17,16,0,0,0,12,0,0,0,0,0,0,3,15,0,8,0,0,0,9,0,0,0,0,11,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
18,20,0,0,0,10,0,0,0,0,0,0,5,14,0,17,0,0,0,15,0,0,0,0,12,0,0,0,0,18,0,0,0,0,6,0,0,0,0,0,5,0,2,0,0,0,0,21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,47,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,10,13,4,21,0,0,17,0,0,0,0,7,2,0,39,2,40,7
0,2,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,15,15,13,0,9,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,7,0,6,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,8,0,0,5,0,0,0,0,0,0,0,8,0,9,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,2,0,0,4,0,0,0,0,0,2,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,21,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,2,22,0,0,8,0,0,0,0,3,0,0,18,0,20,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14,15,14,0,11,15,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,8,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,5,0,4,8,0,0,18,0,0,0,0,0,2,0,12,0,14,4
0,0,0,0,0,0,0,0,34,34,25,0,0,0,0,0,0,3,33,0,26,0,20,21,0,0,0,0,13,0,0,32,0,13,0,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,36,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,12,11,0,0,0,0,0,0,0,12,0,10,0,2,9,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0
0,0,11,12,11,0,12,12,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,7,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,39,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,8,11,0,18,0,0,12,0,0,0,0,7,0,0,40,2,33,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,40,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,11,3,20,0,0,14,0,0,0,0,7,2,0,33,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,5,0,0,7
