"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Actual_fpts","RankTargets","RollingTargetPctg","FreqInd","TierRank","ValueWR"
"RB","Tarik Cohen",4100,"CHI@TB 01:00PM ET",25.3,"CHI","TB",0,12.3,0,0,0,0,0,0
"WR","Kenny Britt",4000,"CLE@BAL 01:00PM ET",2.3,"CLE","BAL",0,10.3,0,0,0,0,0,1
"QB","Ryan Mallett",4000,"CLE@BAL 01:00PM ET",0,"BAL","CLE",0,0,0,0,0,0,0,0
"WR","Josh Gordon",4000,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,0,0,0,0,0,0,1
"QB","Kevin Hogan",4000,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,0,0,0,0,0,0,0
"QB","Joe Webb",4000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,0
"QB","Nathan Peterman",4000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,0
"QB","Brad Kaaya",4000,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,0,0,0,0,0,0,0
"RB","Frank Gore",4000,"ARI@IND 01:00PM ET",6.2,"IND","ARI",0,11.7,0,0,0,0,0,0
"QB","Drew Stanton",4000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,0
"RB","Robert Turbin",4000,"ARI@IND 01:00PM ET",1.3,"IND","ARI",0,4.4,0,0,0,0,0,0
"RB","Andre Ellington",4000,"ARI@IND 01:00PM ET",5.5,"ARI","IND",0,9.9,0,0,0,0,0,0
"WR","Donte Moncrief",4000,"ARI@IND 01:00PM ET",6,"IND","ARI",0,13.9,0,0,0,0,0,1
"QB","Tyler Bray",4000,"PHI@KC 01:00PM ET",0,"KC","PHI",0,0,0,0,0,0,0,0
"RB","Charcandrick West",4000,"PHI@KC 01:00PM ET",9.5,"KC","PHI",0,2.6,0,0,0,0,0,0
"QB","Taysom Hill",4000,"NE@NO 01:00PM ET",0,"NO","NE",0,0,0,0,0,0,0,0
"RB","James White",4000,"NE@NO 01:00PM ET",9.8,"NE","NO",0,10.1,0,0,0,0,0,0
"QB","Joshua Dobbs",4000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,0
"QB","Mark Sanchez",4000,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,0
"WR","Kevin White",4000,"CHI@TB 01:00PM ET",2.6,"CHI","TB",0,0,0,0,0,0,0,1
"WR","Mike Wallace",3900,"CLE@BAL 01:00PM ET",1.8,"BAL","CLE",0,11.9,0,0,0,0,0,1
"RB","Duke Johnson",3900,"CLE@BAL 01:00PM ET",4,"CLE","BAL",0,5.1,0,0,0,0,0,0
"WR","Jordan Matthews",3900,"BUF@CAR 01:00PM ET",8.1,"BUF","CAR",0,12.1,0,0,0,0,0,1
"WR","Devin Funchess",3900,"BUF@CAR 01:00PM ET",4,"CAR","BUF",0,12.4,0,0,0,0,0,1
"WR","Allen Hurns",3900,"TEN@JAX 01:00PM ET",7.2,"JAX","TEN",0,11.7,0,0,0,0,0,1
"RB","TJ Yeldon",3900,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,5.9,0,0,0,0,0,0
"RB","Darren Sproles",3900,"PHI@KC 01:00PM ET",9.5,"PHI","KC",0,9,0,0,0,0,0,0
"RB","Rex Burkhead",3900,"NE@NO 01:00PM ET",3.3,"NE","NO",0,3.2,0,0,0,0,0,0
"WR","Phillip Dorsett",3900,"NE@NO 01:00PM ET",0,"NE","NO",0,2.8,0,0,0,0,0,1
"WR","Kendall Wright",3900,"CHI@TB 01:00PM ET",6.4,"CHI","TB",0,11.3,0,0,0,0,0,1
"RB","Charles Sims",3900,"CHI@TB 01:00PM ET",0,"TB","CHI",0,7.7,0,0,0,0,0,0
"RB","Mike Tolbert",3800,"BUF@CAR 01:00PM ET",12.4,"BUF","CAR",0,7.1,0,0,0,0,0,0
"WR","JJ Nelson",3800,"ARI@IND 01:00PM ET",15.3,"ARI","IND",0,10.6,0,0,0,0,0,1
"RB","Marlon Mack",3800,"ARI@IND 01:00PM ET",11.5,"IND","ARI",0,7.1,0,0,0,0,0,0
"WR","Marqise Lee",3800,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,10.4,0,0,0,0,0,1
"RB","Wendell Smallwood",3800,"PHI@KC 01:00PM ET",1.9,"PHI","KC",0,4.1,0,0,0,0,0,0
"RB","Chris Ivory",3600,"TEN@JAX 01:00PM ET",6.3,"JAX","TEN",0,3.6,0,0,0,0,0,0
"WR","Taywan Taylor",3600,"TEN@JAX 01:00PM ET",3.4,"TEN","JAX",0,2.4,0,0,0,0,0,1
"WR","Torrey Smith",3600,"PHI@KC 01:00PM ET",4,"PHI","KC",0,8.8,0,0,0,0,0,1
"WR","Eli Rogers",3600,"MIN@PIT 01:00PM ET",3.1,"PIT","MIN",0,6.3,0,0,0,0,0,1
"WR","Adam Humphries",3600,"CHI@TB 01:00PM ET",0,"TB","CHI",0,5.2,0,0,0,0,0,1
"WR","Russell Shepard",3500,"BUF@CAR 01:00PM ET",13.3,"CAR","BUF",0,3.8,0,0,0,0,0,1
"WR","Zay Jones",3500,"BUF@CAR 01:00PM ET",3.1,"BUF","CAR",0,6.9,0,0,0,0,0,1
"RB","CJ Spiller",3500,"PHI@KC 01:00PM ET",0,"KC","PHI",0,1.3,0,0,0,0,0,0
"RB","Alvin Kamara",3500,"NE@NO 01:00PM ET",7.8,"NO","NE",0,8.9,0,0,0,0,0,0
"WR","Markus Wheaton",3500,"CHI@TB 01:00PM ET",0,"CHI","TB",0,6.2,0,0,0,0,0,1
"RB","Dion Lewis",3400,"NE@NO 01:00PM ET",0.9,"NE","NO",0,2.6,0,0,0,0,0,0
"WR","Sammie Coates",3300,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,1,0,0,0,0,0,1
"WR","Albert Wilson",3300,"PHI@KC 01:00PM ET",8.7,"KC","PHI",0,8.6,0,0,0,0,0,1
"WR","Brandon Coleman",3300,"NE@NO 01:00PM ET",3.3,"NO","NE",0,8.1,0,0,0,0,0,1
"WR","Laquon Treadwell",3300,"MIN@PIT 01:00PM ET",1.7,"MIN","PIT",0,5,0,0,0,0,0,1
"WR","Curtis Samuel",3200,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,5.9,0,0,0,0,0,1
"WR","Jaron Brown",3200,"ARI@IND 01:00PM ET",0,"ARI","IND",0,5.3,0,0,0,0,0,1
"WR","Chris Conley",3200,"PHI@KC 01:00PM ET",6.3,"KC","PHI",0,8.8,0,0,0,0,0,1
"RB","Jerick McKinnon",3200,"MIN@PIT 01:00PM ET",6.7,"MIN","PIT",0,4.8,0,0,0,0,0,0
"TE","Jesse James",3200,"MIN@PIT 01:00PM ET",22.1,"PIT","MIN",0,6.5,0,0,0,0,0,0
"WR","Breshad Perriman",3100,"CLE@BAL 01:00PM ET",1.5,"BAL","CLE",0,8.6,0,0,0,0,0,1
"RB","Fozzy Whittaker",3100,"BUF@CAR 01:00PM ET",0.1,"CAR","BUF",0,1.1,0,0,0,0,0,0
"TE","Coby Fleener",3100,"NE@NO 01:00PM ET",16.4,"NO","NE",0,10.4,0,0,0,0,0,0
"WR","Austin Carr",3100,"NE@NO 01:00PM ET",0,"NO","NE",0,0,0,0,0,0,0,1
"WR","Michael Campanaro",3000,"CLE@BAL 01:00PM ET",0.2,"BAL","CLE",0,3.8,0,0,0,0,0,1
"WR","Chris Matthews",3000,"CLE@BAL 01:00PM ET",0,"BAL","CLE",0,0,0,0,0,0,0,1
"WR","Chris Moore",3000,"CLE@BAL 01:00PM ET",0,"BAL","CLE",0,0,0,0,0,0,0,1
"WR","Kasen Williams",3000,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,3.3,0,0,0,0,0,1
"RB","Danny Vitale",3000,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,1.2,0,0,0,0,0,0
"WR","Ricardo Louis",3000,"CLE@BAL 01:00PM ET",5.2,"CLE","BAL",0,3.8,0,0,0,0,0,1
"WR","Reggie Davis",3000,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,0,0,0,0,0,0,1
"RB","Matthew Dayes",3000,"CLE@BAL 01:00PM ET",3.6,"CLE","BAL",0,3.7,0,0,0,0,0,0
"WR","Vince Mayle",3000,"CLE@BAL 01:00PM ET",0,"BAL","CLE",0,0,0,0,0,0,0,1
"WR","Brandon Tate",3000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,2.7,0,0,0,0,0,1
"RB","Taiwan Jones",3000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,0
"RB","Joe Banyard",3000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,2.3,0,0,0,0,0,0
"TE","Charles Clay",3000,"BUF@CAR 01:00PM ET",15.3,"BUF","CAR",0,9.1,0,0,0,0,0,0
"RB","Patrick DiMarco",3000,"BUF@CAR 01:00PM ET",1.5,"BUF","CAR",0,1.7,0,0,0,0,0,0
"WR","Walter Powell",3000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,1
"WR","Kaelin Clay",3000,"BUF@CAR 01:00PM ET",0,"BUF","CAR",0,0,0,0,0,0,0,1
"WR","Andre Holmes",3000,"BUF@CAR 01:00PM ET",7.1,"BUF","CAR",0,6.1,0,0,0,0,0,1
"WR","Damiere Byrd",3000,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,2.6,0,0,0,0,0,1
"RB","Cameron Artis-Payne",3000,"BUF@CAR 01:00PM ET",0,"CAR","BUF",0,0,0,0,0,0,0,0
"WR","Kamar Aiken",3000,"ARI@IND 01:00PM ET",1.3,"IND","ARI",0,4,0,0,0,0,0,1
"WR","Matt Hazel",3000,"ARI@IND 01:00PM ET",1.1,"IND","ARI",0,0,0,0,0,0,0,1
"WR","Quan Bray",3000,"ARI@IND 01:00PM ET",0,"IND","ARI",0,2.6,0,0,0,0,0,1
"RB","Elijhaa Penny",3000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,0
"WR","Brittan Golden",3000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,3.3,0,0,0,0,0,1
"WR","Chester Rogers",3000,"ARI@IND 01:00PM ET",0,"IND","ARI",0,5.5,0,0,0,0,0,1
"WR","Chad Williams",3000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,1
"RB","Chris Johnson",3000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,0
"RB","DJ Foster",3000,"ARI@IND 01:00PM ET",0,"ARI","IND",0,0,0,0,0,0,0,0
"WR","Eric Weems",3000,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,0,0,0,0,0,0,1
"WR","Arrelious Benn",3000,"TEN@JAX 01:00PM ET",2.2,"JAX","TEN",0,6.4,0,0,0,0,0,1
"RB","Tommy Bohanon",3000,"TEN@JAX 01:00PM ET",7.1,"JAX","TEN",0,0,0,0,0,0,0,0
"RB","Jalston Fowler",3000,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,0,0,0,0,0,0,0
"RB","Corey Grant",3000,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,0,0,0,0,0,0,0
"RB","David Fluellen",3000,"TEN@JAX 01:00PM ET",0,"TEN","JAX",0,0,0,0,0,0,0,0
"WR","Keelan Cole",3000,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,4.9,0,0,0,0,0,1
"WR","Max McCaffrey",3000,"TEN@JAX 01:00PM ET",0,"JAX","TEN",0,0,0,0,0,0,0,1
"RB","Anthony Sherman",3000,"PHI@KC 01:00PM ET",0,"KC","PHI",0,0,0,0,0,0,0,0
"WR","De'Anthony Thomas",3000,"PHI@KC 01:00PM ET",1.2,"KC","PHI",0,1.4,0,0,0,0,0,1
"WR","Marcus Johnson",3000,"PHI@KC 01:00PM ET",0,"PHI","KC",0,1.1,0,0,0,0,0,1
"WR","Jehu Chesson",3000,"PHI@KC 01:00PM ET",0,"KC","PHI",0,0,0,0,0,0,0,1
"WR","Mack Hollins",3000,"PHI@KC 01:00PM ET",0,"PHI","KC",0,2.3,0,0,0,0,0,1
"WR","Demarcus Robinson",3000,"PHI@KC 01:00PM ET",0,"KC","PHI",0,1.5,0,0,0,0,0,1
"WR","Shelton Gibson",3000,"PHI@KC 01:00PM ET",0,"PHI","KC",0,0,0,0,0,0,0,1
"RB","Corey Clement",3000,"PHI@KC 01:00PM ET",0,"PHI","KC",0,0,0,0,0,0,0,0
"RB","Donnel Pumphrey",3000,"PHI@KC 01:00PM ET",0,"PHI","KC",0,0,0,0,0,0,0,0
"WR","Matthew Slater",3000,"NE@NO 01:00PM ET",0,"NE","NO",0,0,0,0,0,0,0,1
"RB","John Kuhn",3000,"NE@NO 01:00PM ET",0.2,"NO","NE",0,2.3,0,0,0,0,0,0
"RB","James Develin",3000,"NE@NO 01:00PM ET",0,"NE","NO",0,0,0,0,0,0,0,0
"RB","Brandon Bolden",3000,"NE@NO 01:00PM ET",0,"NE","NO",0,0,0,0,0,0,0,0
"WR","Tommylee Lewis",3000,"NE@NO 01:00PM ET",7.2,"NO","NE",0,4.7,0,0,0,0,0,1
"RB","Trey Edmunds",3000,"NE@NO 01:00PM ET",0,"NO","NE",0,0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey",3000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,1
"WR","Michael Floyd",3000,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,1
"WR","Jarius Wright",3000,"MIN@PIT 01:00PM ET",3.1,"MIN","PIT",0,5,0,0,0,0,0,1
"WR","Justin Hunter",3000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,1
"RB","Roosevelt Nix",3000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,0
"RB","Terrell Watson",3000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,0,0,0,0,0,0,0
"WR","Stacy Coley",3000,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,1
"WR","Rodney Adams",3000,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,1
"WR","JuJu Smith-Schuster",3000,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,2.2,0,0,0,0,0,1
"RB","CJ Ham",3000,"MIN@PIT 01:00PM ET",0,"MIN","PIT",0,0,0,0,0,0,0,0
"WR","Deonte Thompson",3000,"CHI@TB 01:00PM ET",2.5,"CHI","TB",0,5.3,0,0,0,0,0,1
"RB","Benny Cunningham",3000,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,0
"TE","Cameron Brate",3000,"CHI@TB 01:00PM ET",0,"TB","CHI",0,7.6,0,0,0,0,0,0
"WR","Josh Bellamy",3000,"CHI@TB 01:00PM ET",5.7,"CHI","TB",0,3,0,0,0,0,0,1
"RB","Michael Burton",3000,"CHI@TB 01:00PM ET",0.7,"CHI","TB",0,0,0,0,0,0,0,0
"WR","Bernard Reedy",3000,"CHI@TB 01:00PM ET",0,"TB","CHI",0,0,0,0,0,0,0,1
"WR","Tre McBride",3000,"CHI@TB 01:00PM ET",0,"CHI","TB",0,2.4,0,0,0,0,0,1
"RB","Peyton Barber",3000,"CHI@TB 01:00PM ET",0,"TB","CHI",0,1.2,0,0,0,0,0,0
"RB","Taquan Mizzell",3000,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,0
"WR","Chris Godwin",3000,"CHI@TB 01:00PM ET",0,"TB","CHI",0,2.3,0,0,0,0,0,1
"WR","Tanner Gentry",3000,"CHI@TB 01:00PM ET",0,"CHI","TB",0,0,0,0,0,0,0,1
"TE","Jack Doyle",2900,"ARI@IND 01:00PM ET",6.1,"IND","ARI",0,5.3,0,0,0,0,0,0
"TE","Zach Miller",2900,"CHI@TB 01:00PM ET",7.9,"CHI","TB",0,8.5,0,0,0,0,0,0
"TE","OJ Howard",2900,"CHI@TB 01:00PM ET",0,"TB","CHI",0,5.8,0,0,0,0,0,0
"TE","Jermaine Gresham",2700,"ARI@IND 01:00PM ET",4.5,"ARI","IND",0,8,0,0,0,0,0,0
"TE","Benjamin Watson",2600,"CLE@BAL 01:00PM ET",0,"BAL","CLE",0,4.2,0,0,0,0,0,0
"TE","Demetrius Harris",2600,"PHI@KC 01:00PM ET",9.5,"KC","PHI",0,2,0,0,0,0,0,0
"TE","Vance McDonald",2600,"MIN@PIT 01:00PM ET",0,"PIT","MIN",0,3.1,0,0,0,0,0,0
"TE","Randall Telfer",2500,"CLE@BAL 01:00PM ET",0,"CLE","BAL",0,1.4,0,0,0,0,0,0
"TE","Nick Boyle",2500,"CLE@BAL 01:00PM ET",2.4,"BAL","CLE",0,5.6,0,0,0,0,0,0
"TE","Seth DeValve",2500,"CLE@BAL 01:00PM ET",8.2,"CLE","BAL",0,5.6,0,0,0,0,0,0
